iso1	iso2	tree_dist	bray_curtis	comp	host.iso1	sample.iso1	taxonomy_Species.iso1	host.iso2	sample.iso2	taxonomy_Species.iso2
GCA.000599065.2.ASM59906v2	GCA.000598305.1.ASM59830v1	0.007359326243061294	0.20039249890972524	GCA.000599065.2.ASM59906v2_GCA.000598305.1.ASM59830v1	human	SAMN02314528	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.003852685.1.ASM385268v1	GCA.000598305.1.ASM59830v1	0.007753641081141429	0.24012158054711247	GCA.003852685.1.ASM385268v1_GCA.000598305.1.ASM59830v1	human	SAMN09780485	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.004167855.1.ASM416785v1	GCA.000598305.1.ASM59830v1	0.007113035093123474	0.21695370163274436	GCA.004167855.1.ASM416785v1_GCA.000598305.1.ASM59830v1	human	SAMN10239568	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.001699875.1.ASM169987v1	GCA.000598305.1.ASM59830v1	0.007256382264909784	0.15699024616813748	GCA.001699875.1.ASM169987v1_GCA.000598305.1.ASM59830v1	human	SAMN03839335	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.000599145.2.ASM59914v2	GCA.000598305.1.ASM59830v1	0.007558829554507109	0.2300941780821918	GCA.000599145.2.ASM59914v2_GCA.000598305.1.ASM59830v1	human	SAMN02314431	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.014042405.1.ASM1404240v1	GCA.000598305.1.ASM59830v1	0.007207096113818877	0.20732245258050286	GCA.014042405.1.ASM1404240v1_GCA.000598305.1.ASM59830v1	human	SAMN15648899	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
P16.C3	GCA.000598305.1.ASM59830v1	0.007497407808398296	0.1751628115876937	P16.C3_GCA.000598305.1.ASM59830v1	orangutan	HOU_Orang06	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.000273155.1.Bact.frag.CL07T12C05.V1	GCA.000598305.1.ASM59830v1	0.007587863217913459	0.21526418786692758	GCA.000273155.1.Bact.frag.CL07T12C05.V1_GCA.000598305.1.ASM59830v1	human	SAMN02463926	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.015553295.1.ASM1555329v1	GCA.000598305.1.ASM59830v1	0.008287145218234999	0.21212121212121213	GCA.015553295.1.ASM1555329v1_GCA.000598305.1.ASM59830v1	human	SAMN15532727	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.007896595.1.ASM789659v1	GCA.000598305.1.ASM59830v1	0.007944598860057214	0.24262706546747542	GCA.007896595.1.ASM789659v1_GCA.000598305.1.ASM59830v1	human	SAMN12414692	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.000598645.1.ASM59864v1	GCA.000598305.1.ASM59830v1	0.007265626903665769	0.1760154738878143	GCA.000598645.1.ASM59864v1_GCA.000598305.1.ASM59830v1	human	SAMN02314412	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.015831745.1.ASM1583174v1	GCA.000598305.1.ASM59830v1	0.0070760576665472195	0.20920550479935238	GCA.015831745.1.ASM1583174v1_GCA.000598305.1.ASM59830v1	chicken	SAMN15915572	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.004798445.1.ASM479844v1	GCA.000598305.1.ASM59830v1	0.00735325641327505	0.25546218487394956	GCA.004798445.1.ASM479844v1_GCA.000598305.1.ASM59830v1	human	SAMN11371866	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.015558985.1.ASM1555898v1	GCA.000598305.1.ASM59830v1	0.007407836667838435	0.18791648156374943	GCA.015558985.1.ASM1555898v1_GCA.000598305.1.ASM59830v1	human	SAMN15532846	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.000598445.1.ASM59844v1	GCA.000598305.1.ASM59830v1	0.008763547583417698	0.24580630731380004	GCA.000598445.1.ASM59844v1_GCA.000598305.1.ASM59830v1	human	SAMN02317048	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.000599185.2.ASM59918v2	GCA.000598305.1.ASM59830v1	0.009537516324330399	0.23778143876990665	GCA.000599185.2.ASM59918v2_GCA.000598305.1.ASM59830v1	human	SAMN02314538	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.014042525.1.ASM1404252v1	GCA.000598305.1.ASM59830v1	0.009365560528235593	0.23128416824723866	GCA.014042525.1.ASM1404252v1_GCA.000598305.1.ASM59830v1	human	SAMN15648894	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.000598365.1.ASM59836v1	GCA.000598305.1.ASM59830v1	0.01042237198664212	0.21677694291802177	GCA.000598365.1.ASM59836v1_GCA.000598305.1.ASM59830v1	human	SAMN02314558	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.003363115.1.ASM336311v1	GCA.000598305.1.ASM59830v1	0.01049354244185002	0.20977011494252873	GCA.003363115.1.ASM336311v1_GCA.000598305.1.ASM59830v1	human	SAMN09729823	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.000273765.1.Bact.frag.CL05T00C42.V1	GCA.000598305.1.ASM59830v1	0.010856976502574249	0.21804677973617115	GCA.000273765.1.Bact.frag.CL05T00C42.V1_GCA.000598305.1.ASM59830v1	human	SAMN02463923	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.003469305.1.ASM346930v1	GCA.000598305.1.ASM59830v1	0.010872522917908418	0.20709655407710678	GCA.003469305.1.ASM346930v1_GCA.000598305.1.ASM59830v1	human	SAMN09736425	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.000598425.1.ASM59842v1	GCA.000598305.1.ASM59830v1	0.010979130615759461	0.2265354066450386	GCA.000598425.1.ASM59842v1_GCA.000598305.1.ASM59830v1	human	SAMN02315073	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.000598505.1.ASM59850v1	GCA.000598305.1.ASM59830v1	0.011404683383508706	0.2056882821387941	GCA.000598505.1.ASM59850v1_GCA.000598305.1.ASM59830v1	human	SAMN02314417	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.000598905.1.ASM59890v1	GCA.000598305.1.ASM59830v1	0.011174479520893047	0.24019117483605645	GCA.000598905.1.ASM59890v1_GCA.000598305.1.ASM59830v1	human	SAMN02314420	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.015669295.1.ASM1566929v1	GCA.000598305.1.ASM59830v1	0.009994925162957167	0.2116640396307138	GCA.015669295.1.ASM1566929v1_GCA.000598305.1.ASM59830v1	human	SAMN15532926	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.013327815.1.ASM1332781v1	GCA.000598305.1.ASM59830v1	0.007878092736710206	0.2231369150779896	GCA.013327815.1.ASM1332781v1_GCA.000598305.1.ASM59830v1	human	SAMN15062759	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.000273115.1.Bact.frag.CL03T12C07.V1	GCA.000598305.1.ASM59830v1	0.007166889687579466	0.20629956439182398	GCA.000273115.1.Bact.frag.CL03T12C07.V1_GCA.000598305.1.ASM59830v1	human	SAMN02463922	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.003466635.1.ASM346663v1	GCA.000598305.1.ASM59830v1	0.007788077408315912	0.23162365240117608	GCA.003466635.1.ASM346663v1_GCA.000598305.1.ASM59830v1	human	SAMN09736602	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.003439635.1.ASM343963v1	GCA.000598305.1.ASM59830v1	0.00789609681893219	0.188998899889989	GCA.003439635.1.ASM343963v1_GCA.000598305.1.ASM59830v1	human	SAMN09736715	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.015551365.1.ASM1555136v1	GCA.000598305.1.ASM59830v1	0.00798321567936467	0.18423973362930077	GCA.015551365.1.ASM1555136v1_GCA.000598305.1.ASM59830v1	human	SAMN15532424	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.014042465.1.ASM1404246v1	GCA.000598305.1.ASM59830v1	0.007257460021448189	0.21355627875659297	GCA.014042465.1.ASM1404246v1_GCA.000598305.1.ASM59830v1	human	SAMN15648897	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.000598805.1.ASM59880v1	GCA.000598305.1.ASM59830v1	0.007534181864258336	0.1736207695873899	GCA.000598805.1.ASM59880v1_GCA.000598305.1.ASM59830v1	human	SAMN02314414	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.902374115.1.MGYG.HGUT.01337	GCA.000598305.1.ASM59830v1	0.004624555707945694	0.16139276397867755	GCA.902374115.1.MGYG.HGUT.01337_GCA.000598305.1.ASM59830v1	human	SAMEA5850840	Bacteroides_fragilis	human	SAMN02314525	Bacteroides_fragilis
GCA.003472195.1.ASM347219v1	GCA.000598765.2.ASM59876v2	0.005135529668196546	0.1755374180940338	GCA.003472195.1.ASM347219v1_GCA.000598765.2.ASM59876v2	human	SAMN09734795	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.003458955.1.ASM345895v1	GCA.000598765.2.ASM59876v2	0.006640316200971178	0.14988179669030732	GCA.003458955.1.ASM345895v1_GCA.000598765.2.ASM59876v2	human	SAMN09734517	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.015548825.1.ASM1554882v1	GCA.000598765.2.ASM59876v2	0.006038644939621486	0.15087803129853064	GCA.015548825.1.ASM1554882v1_GCA.000598765.2.ASM59876v2	human	SAMN15533336	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000599085.1.ASM59908v1	GCA.000598765.2.ASM59876v2	0.0062734810162779165	0.14148975334396857	GCA.000599085.1.ASM59908v1_GCA.000598765.2.ASM59876v2	human	SAMN02314418	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000601075.2.ASM60107v2	GCA.000598765.2.ASM59876v2	0.006257122605027782	0.17369228952650845	GCA.000601075.2.ASM60107v2_GCA.000598765.2.ASM59876v2	human	SAMN02314562	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000613425.1.ASM61342v1	GCA.000598765.2.ASM59876v2	0.0071886951704992624	0.2570696830647743	GCA.000613425.1.ASM61342v1_GCA.000598765.2.ASM59876v2	human	SAMD00008955	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.003475385.1.ASM347538v1	GCA.000598765.2.ASM59876v2	0.00699327547746214	0.16853669939223936	GCA.003475385.1.ASM347538v1_GCA.000598765.2.ASM59876v2	human	SAMN09734586	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000598585.1.ASM59858v1	GCA.000598765.2.ASM59876v2	0.006773997937262537	0.19553198691188084	GCA.000598585.1.ASM59858v1_GCA.000598765.2.ASM59876v2	human	SAMN02317049	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000598525.1.ASM59852v1	GCA.000598765.2.ASM59876v2	0.006920574572556661	0.2105323411562679	GCA.000598525.1.ASM59852v1_GCA.000598765.2.ASM59876v2	human	SAMN02314403	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.002811065.1.Bfra.12905.v1	GCA.000598765.2.ASM59876v2	0.006941722634329776	0.18671620993961913	GCA.002811065.1.Bfra.12905.v1_GCA.000598765.2.ASM59876v2	human	SAMN07735159	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.015556305.1.ASM1555630v1	GCA.000598765.2.ASM59876v2	0.007299624143959803	0.1853625170998632	GCA.015556305.1.ASM1555630v1_GCA.000598765.2.ASM59876v2	human	SAMN15532816	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000599305.1.ASM59930v1	GCA.000598765.2.ASM59876v2	0.0076543644534085515	0.16497135508008887	GCA.000599305.1.ASM59930v1_GCA.000598765.2.ASM59876v2	human	SAMN02315068	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.007896605.1.ASM789660v1	GCA.000598765.2.ASM59876v2	0.007232972757059279	0.20181200453001133	GCA.007896605.1.ASM789660v1_GCA.000598765.2.ASM59876v2	human	SAMN12414679	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.007896745.1.ASM789674v1	GCA.000598765.2.ASM59876v2	0.006808053938505219	0.1623384323491047	GCA.007896745.1.ASM789674v1_GCA.000598765.2.ASM59876v2	human	SAMN12414696	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000598705.1.ASM59870v1	GCA.000598765.2.ASM59876v2	0.007445950297783732	0.14247637509086503	GCA.000598705.1.ASM59870v1_GCA.000598765.2.ASM59876v2	human	SAMN02314519	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000599065.2.ASM59906v2	GCA.000598765.2.ASM59876v2	0.007133706690013083	0.1980587011786457	GCA.000599065.2.ASM59906v2_GCA.000598765.2.ASM59876v2	human	SAMN02314528	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.003852685.1.ASM385268v1	GCA.000598765.2.ASM59876v2	0.007528021528093218	0.2111801242236025	GCA.003852685.1.ASM385268v1_GCA.000598765.2.ASM59876v2	human	SAMN09780485	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.004167855.1.ASM416785v1	GCA.000598765.2.ASM59876v2	0.006887415540075263	0.16595441595441596	GCA.004167855.1.ASM416785v1_GCA.000598765.2.ASM59876v2	human	SAMN10239568	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.001699875.1.ASM169987v1	GCA.000598765.2.ASM59876v2	0.007030762711861573	0.1485050654806029	GCA.001699875.1.ASM169987v1_GCA.000598765.2.ASM59876v2	human	SAMN03839335	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000599145.2.ASM59914v2	GCA.000598765.2.ASM59876v2	0.007333210001458898	0.18944029005211874	GCA.000599145.2.ASM59914v2_GCA.000598765.2.ASM59876v2	human	SAMN02314431	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.014042405.1.ASM1404240v1	GCA.000598765.2.ASM59876v2	0.006981476560770666	0.18269005847953215	GCA.014042405.1.ASM1404240v1_GCA.000598765.2.ASM59876v2	human	SAMN15648899	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
P16.C3	GCA.000598765.2.ASM59876v2	0.007271788255350086	0.15808297567954221	P16.C3_GCA.000598765.2.ASM59876v2	orangutan	HOU_Orang06	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000273155.1.Bact.frag.CL07T12C05.V1	GCA.000598765.2.ASM59876v2	0.007362243664865248	0.19631336405529953	GCA.000273155.1.Bact.frag.CL07T12C05.V1_GCA.000598765.2.ASM59876v2	human	SAMN02463926	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.015553295.1.ASM1555329v1	GCA.000598765.2.ASM59876v2	0.008061525665186788	0.19045401629802095	GCA.015553295.1.ASM1555329v1_GCA.000598765.2.ASM59876v2	human	SAMN15532727	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.007896595.1.ASM789659v1	GCA.000598765.2.ASM59876v2	0.007718979307009003	0.22711189739053517	GCA.007896595.1.ASM789659v1_GCA.000598765.2.ASM59876v2	human	SAMN12414692	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000598645.1.ASM59864v1	GCA.000598765.2.ASM59876v2	0.007040007350617559	0.15608753476000484	GCA.000598645.1.ASM59864v1_GCA.000598765.2.ASM59876v2	human	SAMN02314412	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.015831745.1.ASM1583174v1	GCA.000598765.2.ASM59876v2	0.006850438113499008	0.14675851888301145	GCA.015831745.1.ASM1583174v1_GCA.000598765.2.ASM59876v2	chicken	SAMN15915572	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.004798445.1.ASM479844v1	GCA.000598765.2.ASM59876v2	0.007127636860226839	0.2130637636080871	GCA.004798445.1.ASM479844v1_GCA.000598765.2.ASM59876v2	human	SAMN11371866	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.015558985.1.ASM1555898v1	GCA.000598765.2.ASM59876v2	0.007182217114790224	0.1696912561866604	GCA.015558985.1.ASM1555898v1_GCA.000598765.2.ASM59876v2	human	SAMN15532846	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000598445.1.ASM59844v1	GCA.000598765.2.ASM59876v2	0.008537928030369487	0.21557454890788225	GCA.000598445.1.ASM59844v1_GCA.000598765.2.ASM59876v2	human	SAMN02317048	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000599185.2.ASM59918v2	GCA.000598765.2.ASM59876v2	0.009311896771282187	0.19832304646558752	GCA.000599185.2.ASM59918v2_GCA.000598765.2.ASM59876v2	human	SAMN02314538	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.014042525.1.ASM1404252v1	GCA.000598765.2.ASM59876v2	0.009139940975187381	0.18650088809946713	GCA.014042525.1.ASM1404252v1_GCA.000598765.2.ASM59876v2	human	SAMN15648894	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000598365.1.ASM59836v1	GCA.000598765.2.ASM59876v2	0.010196752433593909	0.19871413263483748	GCA.000598365.1.ASM59836v1_GCA.000598765.2.ASM59876v2	human	SAMN02314558	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.003363115.1.ASM336311v1	GCA.000598765.2.ASM59876v2	0.010267922888801809	0.2093786635404455	GCA.003363115.1.ASM336311v1_GCA.000598765.2.ASM59876v2	human	SAMN09729823	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000273765.1.Bact.frag.CL05T00C42.V1	GCA.000598765.2.ASM59876v2	0.010631356949526037	0.19228507585558038	GCA.000273765.1.Bact.frag.CL05T00C42.V1_GCA.000598765.2.ASM59876v2	human	SAMN02463923	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.003469305.1.ASM346930v1	GCA.000598765.2.ASM59876v2	0.010646903364860207	0.1666465256797583	GCA.003469305.1.ASM346930v1_GCA.000598765.2.ASM59876v2	human	SAMN09736425	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000598425.1.ASM59842v1	GCA.000598765.2.ASM59876v2	0.01075351106271125	0.21125757035981474	GCA.000598425.1.ASM59842v1_GCA.000598765.2.ASM59876v2	human	SAMN02315073	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000598505.1.ASM59850v1	GCA.000598765.2.ASM59876v2	0.011179063830460495	0.18375241779497098	GCA.000598505.1.ASM59850v1_GCA.000598765.2.ASM59876v2	human	SAMN02314417	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000598905.1.ASM59890v1	GCA.000598765.2.ASM59876v2	0.010948859967844836	0.20250029484609033	GCA.000598905.1.ASM59890v1_GCA.000598765.2.ASM59876v2	human	SAMN02314420	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.015669295.1.ASM1566929v1	GCA.000598765.2.ASM59876v2	0.009769305609908956	0.18101386896221902	GCA.015669295.1.ASM1566929v1_GCA.000598765.2.ASM59876v2	human	SAMN15532926	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.013327815.1.ASM1332781v1	GCA.000598765.2.ASM59876v2	0.007652473183661996	0.1992196465457884	GCA.013327815.1.ASM1332781v1_GCA.000598765.2.ASM59876v2	human	SAMN15062759	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000273115.1.Bact.frag.CL03T12C07.V1	GCA.000598765.2.ASM59876v2	0.006941270134531255	0.16727919383521042	GCA.000273115.1.Bact.frag.CL03T12C07.V1_GCA.000598765.2.ASM59876v2	human	SAMN02463922	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.003466635.1.ASM346663v1	GCA.000598765.2.ASM59876v2	0.007562457855267702	0.19861511829197923	GCA.003466635.1.ASM346663v1_GCA.000598765.2.ASM59876v2	human	SAMN09736602	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.003439635.1.ASM343963v1	GCA.000598765.2.ASM59876v2	0.007670477265883979	0.18035464302379842	GCA.003439635.1.ASM343963v1_GCA.000598765.2.ASM59876v2	human	SAMN09736715	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.015551365.1.ASM1555136v1	GCA.000598765.2.ASM59876v2	0.007757596126316461	0.17593028732925106	GCA.015551365.1.ASM1555136v1_GCA.000598765.2.ASM59876v2	human	SAMN15532424	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.014042465.1.ASM1404246v1	GCA.000598765.2.ASM59876v2	0.0070318404683999795	0.15929941618015012	GCA.014042465.1.ASM1404246v1_GCA.000598765.2.ASM59876v2	human	SAMN15648897	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.000598805.1.ASM59880v1	GCA.000598765.2.ASM59876v2	0.007308562311210126	0.1561035758323058	GCA.000598805.1.ASM59880v1_GCA.000598765.2.ASM59876v2	human	SAMN02314414	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.902374115.1.MGYG.HGUT.01337	GCA.000598765.2.ASM59876v2	0.006425805746266043	0.15507892517170743	GCA.902374115.1.MGYG.HGUT.01337_GCA.000598765.2.ASM59876v2	human	SAMEA5850840	Bacteroides_fragilis	human	SAMN02315069	Bacteroides_fragilis
GCA.003458955.1.ASM345895v1	GCA.003472195.1.ASM347219v1	0.005403840113245988	0.18321369409166208	GCA.003458955.1.ASM345895v1_GCA.003472195.1.ASM347219v1	human	SAMN09734517	Bacteroides_fragilis	human	SAMN09734795	Bacteroides_fragilis
GCA.015548825.1.ASM1554882v1	GCA.003472195.1.ASM347219v1	0.004802168851896296	0.1782288645995985	GCA.015548825.1.ASM1554882v1_GCA.003472195.1.ASM347219v1	human	SAMN15533336	Bacteroides_fragilis	human	SAMN09734795	Bacteroides_fragilis
GCA.000599085.1.ASM59908v1	GCA.003472195.1.ASM347219v1	0.006559587425048994	0.19281793229643185	GCA.000599085.1.ASM59908v1_GCA.003472195.1.ASM347219v1	human	SAMN02314418	Bacteroides_fragilis	human	SAMN09734795	Bacteroides_fragilis
GCA.000601075.2.ASM60107v2	GCA.003472195.1.ASM347219v1	0.006543229013798859	0.1974845542806708	GCA.000601075.2.ASM60107v2_GCA.003472195.1.ASM347219v1	human	SAMN02314562	Bacteroides_fragilis	human	SAMN09734795	Bacteroides_fragilis
GCA.000613425.1.ASM61342v1	GCA.003472195.1.ASM347219v1	0.00747480157927034	0.2741320489664861	GCA.000613425.1.ASM61342v1_GCA.003472195.1.ASM347219v1	human	SAMD00008955	Bacteroides_fragilis	human	SAMN09734795	Bacteroides_fragilis
