GCA.000598305.1.ASM59830v1	GCA.000598765.2.ASM59876v2	GCA.003472195.1.ASM347219v1	GCA.003458955.1.ASM345895v1	GCA.015548825.1.ASM1554882v1	GCA.000599085.1.ASM59908v1	GCA.000601075.2.ASM60107v2	GCA.000613425.1.ASM61342v1	GCA.003475385.1.ASM347538v1	GCA.000598585.1.ASM59858v1	GCA.000598525.1.ASM59852v1	GCA.002811065.1.Bfra.12905.v1	GCA.015556305.1.ASM1555630v1	GCA.000599305.1.ASM59930v1	GCA.007896605.1.ASM789660v1	GCA.007896745.1.ASM789674v1	GCA.000598705.1.ASM59870v1	GCA.000599065.2.ASM59906v2	GCA.003852685.1.ASM385268v1	GCA.004167855.1.ASM416785v1	GCA.001699875.1.ASM169987v1	GCA.000599145.2.ASM59914v2	GCA.014042405.1.ASM1404240v1	P16.C3	GCA.000273155.1.Bact.frag.CL07T12C05.V1	GCA.015553295.1.ASM1555329v1	GCA.007896595.1.ASM789659v1	GCA.000598645.1.ASM59864v1	GCA.015831745.1.ASM1583174v1	GCA.004798445.1.ASM479844v1	GCA.015558985.1.ASM1555898v1	GCA.000598445.1.ASM59844v1	GCA.000599185.2.ASM59918v2	GCA.014042525.1.ASM1404252v1	GCA.000598365.1.ASM59836v1	GCA.003363115.1.ASM336311v1	GCA.000273765.1.Bact.frag.CL05T00C42.V1	GCA.003469305.1.ASM346930v1	GCA.000598425.1.ASM59842v1	GCA.000598505.1.ASM59850v1	GCA.000598905.1.ASM59890v1	GCA.015669295.1.ASM1566929v1	GCA.013327815.1.ASM1332781v1	GCA.000273115.1.Bact.frag.CL03T12C07.V1	GCA.003466635.1.ASM346663v1	GCA.003439635.1.ASM343963v1	GCA.015551365.1.ASM1555136v1	GCA.014042465.1.ASM1404246v1	GCA.000598805.1.ASM59880v1	GCA.902374115.1.MGYG.HGUT.01337
GCA.002811065.1.Bfra.12905.v1	0.211171960569551	0.186716209939619	0.221461931139351	0.201159678858162	0.205541164545557	0.204112279080513	0.213768519549961	0.271383743293856	0.207193292144748	0.214384804183118	0.241588228930001	0	0.211637931034483	0.201854099988964	0.2295994859713	0.194720948439772	0.183976261127596	0.216110019646365	0.230819387089763	0.214061800268697	0.196000930016275	0.217055924576816	0.217487304040627	0.17783273381295	0.213104048759251	0.207518135854034	0.258165829145729	0.197858526028021	0.207132106055343	0.239747634069401	0.184789859906604	0.259068517689207	0.212754260582738	0.231989277337205	0.241270910519816	0.224607213985395	0.244922872045278	0.214619150631903	0.255011759435547	0.235535307517084	0.243574051407589	0.208070333633904	0.209282151377142	0.212792127921279	0.222282786438461	0.193392070484581	0.202222222222222	0.172003145713965	0.203063355766999	0.191552174406722
GCA.015556305.1.ASM1555630v1	0.208611410118407	0.185362517099863	0.200384327959859	0.203111305872042	0.19238853855515	0.195191108086651	0.20477180693882	0.279011853770296	0.184301821335646	0.233658587766236	0.248112304583644	0.211637931034483	0	0.237176011278603	0.229311433986102	0.201186682782112	0.177538668459987	0.20489165415147	0.252296517838069	0.212494500659921	0.178498059803698	0.221402991362966	0.18854415274463	0.191254416961131	0.215447154471545	0.20198747029596	0.245881383855025	0.189394786888914	0.204046834148005	0.25129265770424	0.209088922875246	0.269247690277167	0.235008103727715	0.224404696587293	0.252012793647292	0.220482713633399	0.245883764038818	0.219948563121995	0.258444273297392	0.21923937360179	0.243686454575271	0.20947741364039	0.228096354721808	0.223552674942327	0.229615343405122	0.1995670995671	0.201965065502183	0.21002096898797	0.197767145135566	0.206200512992082
GCA.000599305.1.ASM59930v1	0.206041230294345	0.164971355080089	0.229777000437254	0.200808171511954	0.198866213151927	0.192137706443359	0.212379457277416	0.280448065173116	0.21576901721266	0.23926116838488	0.240635888501742	0.201854099988964	0.237176011278603	0	0.231598232568165	0.198153569015987	0.188325864644376	0.233000109853894	0.227605818659083	0.200045080581539	0.195832845604589	0.206469002695418	0.213245916212913	0.190222926332466	0.21590535655603	0.229339528708928	0.256715474560202	0.202293577981651	0.188622056423409	0.243889535498889	0.18276440962507	0.242195424320974	0.238379814077025	0.213177422981785	0.239150090415913	0.23488138990979	0.239722966934763	0.203576341127923	0.249154453213078	0.224859534457058	0.233198924731183	0.220242823102235	0.217286914765906	0.191355245384962	0.233048057932851	0.213169271699368	0.214405547477911	0.198371409183443	0.194298399345718	0.175582990397805
GCA.007896605.1.ASM789660v1	0.194052203679932	0.201812004530011	0.219310344827586	0.218593511865883	0.19511927008904	0.206535211267606	0.183469276780859	0.274437951866891	0.187675070028011	0.23266242569611	0.223337913539795	0.2295994859713	0.229311433986102	0.231598232568165	0	0.154056119663719	0.185077951002227	0.16908315565032	0.238004246284501	0.236065573770492	0.187301587301587	0.190954773869347	0.211082363087538	0.193328944481018	0.211779715075484	0.215543151567196	0.248106448311157	0.186395465155052	0.211970638057595	0.262952302631579	0.18866695614416	0.264918032786885	0.258885428970257	0.231490568095082	0.243178082191781	0.229256698357822	0.254523783725214	0.208754582824131	0.240625341642068	0.2458324072016	0.2541010320478	0.23036303630363	0.218220338983051	0.234799694356511	0.216909807262272	0.204560120456012	0.197439791711868	0.215045509376028	0.208918062471707	0.162770083102493
GCA.007896745.1.ASM789674v1	0.189364316836108	0.162338432349105	0.208684093929996	0.18693821822733	0.164597701149425	0.174097664543524	0.180495567174358	0.256288659793814	0.183567810917276	0.226936466492602	0.220211827007944	0.194720948439772	0.201186682782112	0.198153569015987	0.154056119663719	0	0.151811720843528	0.181565178670823	0.21001884074033	0.186336113332572	0.166092841030512	0.188640087383943	0.171978826444419	0.155213949753356	0.189477189477189	0.185558919161341	0.229915715352609	0.156976744186047	0.17569165287302	0.23330832708177	0.173908111174135	0.23934650976808	0.236653207716465	0.193070435377251	0.244729605866178	0.203296083079354	0.222373188405797	0.190841469084147	0.225371428571429	0.221485873735612	0.218210717529519	0.197055101806051	0.196063253345129	0.197626654495664	0.17900822770736	0.183013144590495	0.166080943203718	0.180921806925017	0.170754828771181	0.156699119146963
GCA.000598705.1.ASM59870v1	0.169402644778842	0.142476375090865	0.178890270087015	0.147038327526132	0.141180612604154	0.134835522352091	0.178326952082608	0.242726604348283	0.15644383184011	0.208476644846333	0.216882386043894	0.183976261127596	0.177538668459987	0.188325864644376	0.185077951002227	0.151811720843528	0	0.165379373012267	0.179782903663501	0.172148355493352	0.134885977680738	0.211229946524064	0.164367816091954	0.13117826188803	0.171007927519819	0.172997711670481	0.22753969980422	0.146419665122907	0.165599710109917	0.214160839160839	0.154701250578972	0.223233030090973	0.205905917362939	0.195346131471786	0.221429406948181	0.192165898617512	0.211371778573905	0.174836795252226	0.216894178042235	0.195677986226549	0.204542820720825	0.187925769321118	0.172833935018051	0.177169481654048	0.18230289279637	0.156386149965604	0.179125202499421	0.16001404658785	0.160774818401937	0.15824357912179
GCA.000599065.2.ASM59906v2	0.200392498909725	0.198058701178646	0.210076765055682	0.203329633740289	0.203676717856743	0.193470513852167	0.201241822818494	0.274871484729362	0.177465407423677	0.22978859024753	0.225632740980075	0.216110019646365	0.20489165415147	0.233000109853894	0.16908315565032	0.181565178670823	0.165379373012267	0	0.234746862829944	0.207265433474482	0.167515039333642	0.205631399317406	0.187692307692308	0.195793242336093	0.198483206933911	0.215973741794311	0.226391494684178	0.191701621131391	0.211890770826132	0.2464405360134	0.1821602478973	0.268330733229329	0.249425413155303	0.22934963868816	0.240809028941781	0.232819383259912	0.255053573401083	0.218356940509915	0.223943818972244	0.241895261845387	0.237124820024366	0.21628898362127	0.231433506044905	0.2220367278798	0.212805208898535	0.204998903749178	0.204158372041584	0.201833836520183	0.206697459584296	0.176856141936942
GCA.003852685.1.ASM385268v1	0.240121580547112	0.211180124223602	0.235224459037571	0.218563535911602	0.192054458207789	0.189380936033871	0.225963130588365	0.26091757855637	0.21692543188279	0.253781868189993	0.242895442359249	0.230819387089763	0.252296517838069	0.227605818659083	0.238004246284501	0.21001884074033	0.179782903663501	0.234746862829944	0	0.225648990459286	0.215568862275449	0.250424808836024	0.215317286652079	0.192024949877478	0.229989212513484	0.226579520697168	0.283163794893087	0.20009028326374	0.205872233054249	0.239157631359466	0.215954164830322	0.275127579321056	0.274490574261741	0.245157719977864	0.282456335521193	0.246271929824561	0.268668206312548	0.238353073886069	0.243147264454556	0.261566237869555	0.247326055794465	0.237435782890328	0.209802235597592	0.246315789473684	0.227444624527283	0.216110019646365	0.219775379872275	0.198040743626851	0.222988505747126	0.205984925188435
GCA.004167855.1.ASM416785v1	0.216953701632744	0.165954415954416	0.203681117640537	0.193849658314351	0.191807617075135	0.168969181721573	0.210831721470019	0.283458879372614	0.197160883280757	0.225525427420233	0.239977912755384	0.214061800268697	0.212494500659921	0.200045080581539	0.236065573770492	0.186336113332572	0.172148355493352	0.207265433474482	0.225648990459286	0	0.19657713334918	0.21911218018806	0.185794813979707	0.193844740468535	0.204222222222222	0.215263748597082	0.235583084152072	0.185659411011524	0.179311161084152	0.212186226131731	0.181467181467181	0.241537053979872	0.227573818345122	0.187906446092413	0.249684596857438	0.237062146892655	0.223620083871699	0.21326352530541	0.230751630248255	0.225093109869646	0.217411069439709	0.218102257024413	0.21983617445207	0.180810965162764	0.210016694490818	0.219973009446694	0.206763504312301	0.176862159990818	0.197627520759193	0.174846269868894
GCA.001699875.1.ASM169987v1	0.156990246168137	0.148505065480603	0.181954194959144	0.166627218934911	0.160865925128573	0.159110455829955	0.169405367064665	0.256276038884735	0.158202667914814	0.208178018750706	0.197707736389685	0.196000930016275	0.178498059803698	0.195832845604589	0.187301587301587	0.166092841030512	0.134885977680738	0.167515039333642	0.215568862275449	0.19657713334918	0	0.219600725952813	0.174941451990632	0.14920028646455	0.185005767012687	0.186247086247086	0.215851228691609	0.162813218738651	0.176745904668063	0.227980427046263	0.15714959886739	0.226764915616829	0.214643814853678	0.204030823947836	0.202050303969484	0.188967136150235	0.200047097609796	0.178947368421053	0.204850790631316	0.192447349310094	0.206754044161058	0.170457265980369	0.197150735294118	0.183620178041543	0.196533795493934	0.180798878766643	0.174958736147135	0.18191578193964	0.163456790123457	0.149716491736036
GCA.000599145.2.ASM59914v2	0.230094178082192	0.189440290052119	0.223861585818915	0.219995643650621	0.2154404486968	0.223311915229399	0.226199543031226	0.270187258495987	0.220090536753611	0.250078247261346	0.23083430263297	0.217055924576816	0.221402991362966	0.206469002695418	0.190954773869347	0.188640087383943	0.211229946524064	0.205631399317406	0.250424808836024	0.21911218018806	0.219600725952813	0	0.193917169974116	0.200878155872667	0.219527760051053	0.208977663230241	0.241859512594716	0.187812743244746	0.207773132979324	0.256890168654875	0.193092962641182	0.249507981631314	0.26093028252229	0.213919493836588	0.269597631838614	0.228707306528318	0.261571815718157	0.230187840391242	0.266980203434321	0.244829886591061	0.24855993913705	0.23530706581554	0.233997456549385	0.227913071966801	0.23447320762757	0.205078545298042	0.184067723030171	0.203071859572134	0.204483695652174	0.212282452056313
GCA.014042405.1.ASM1404240v1	0.207322452580503	0.182690058479532	0.201093493712411	0.188636874017516	0.163887943745038	0.182780686445608	0.192596747055524	0.233981868187837	0.189069095756499	0.234289397357396	0.212068402134844	0.217487304040627	0.18854415274463	0.213245916212913	0.211082363087538	0.171978826444419	0.164367816091954	0.187692307692308	0.215317286652079	0.185794813979707	0.174941451990632	0.193917169974116	0	0.146253112972606	0.17839140916064	0.17153607791058	0.223603793466807	0.160032121142595	0.179008746355685	0.205546147332769	0.170622480967309	0.241488162344983	0.236576995461087	0.189517489596221	0.24431882419446	0.196078431372549	0.224717845569337	0.194129113633758	0.224540430810872	0.222298692360633	0.19843137254902	0.198183881952327	0.19061135371179	0.207972075216755	0.193282844912743	0.16101131071191	0.171850525844708	0.163932571557869	0.172510518934081	0.179416809605489
P16.C3	0.175162811587694	0.158082975679542	0.189135032839809	0.169258920402562	0.157712305025997	0.155697853670106	0.172855021135611	0.227757638529259	0.184615384615385	0.219416202033454	0.210111985807739	0.17783273381295	0.191254416961131	0.190222926332466	0.193328944481018	0.155213949753356	0.13117826188803	0.195793242336093	0.192024949877478	0.193844740468535	0.14920028646455	0.200878155872667	0.146253112972606	0	0.173360107095047	0.16114491773721	0.239279588336192	0.158153126826417	0.173422084868656	0.212578074520784	0.159179019384265	0.231740927882407	0.218126479540074	0.211364417459045	0.236899689047564	0.190832766054005	0.207237965175828	0.17583829886669	0.21792073520965	0.192145862552595	0.211229031153714	0.180157261794635	0.169148699711047	0.196238100699622	0.183595932506425	0.144083107497742	0.164767547857794	0.153163535784257	0.162258756254467	0.151345683327508
GCA.000273155.1.Bact.frag.CL07T12C05.V1	0.215264187866928	0.1963133640553	0.226307277628032	0.183045595396193	0.179836816810104	0.194269340974212	0.208844665561083	0.263496531617573	0.194699956197985	0.215382985485751	0.237675867253786	0.213104048759251	0.215447154471545	0.21590535655603	0.211779715075484	0.189477189477189	0.171007927519819	0.198483206933911	0.229989212513484	0.204222222222222	0.185005767012687	0.219527760051053	0.17839140916064	0.173360107095047	0	0.185904429413048	0.227858627858628	0.182999886967334	0.202067777139575	0.230945917728127	0.192231295519753	0.257555555555556	0.239550365600786	0.213169271699368	0.258607242339833	0.21656050955414	0.237581231413151	0.208676985651339	0.225297321329332	0.22626582278481	0.218332413031474	0.216107382550336	0.211410118406889	0.218954611030962	0.210475056812033	0.182990817665063	0.198500220555801	0.196788939681124	0.18903983421598	0.200450704225352
GCA.015553295.1.ASM1555329v1	0.212121212121212	0.190454016298021	0.201524224278715	0.207019897160742	0.185502991983742	0.190040532715692	0.201116694584031	0.228771431470021	0.211236452112365	0.206760081292117	0.227198785381195	0.207518135854034	0.20198747029596	0.229339528708928	0.215543151567196	0.185558919161341	0.172997711670481	0.215973741794311	0.226579520697168	0.215263748597082	0.186247086247086	0.208977663230241	0.17153607791058	0.16114491773721	0.185904429413048	0	0.23189926547744	0.16295535000571	0.206035983749275	0.243676222596965	0.1836825679893	0.253198653198653	0.22495315772071	0.214197738215205	0.253573438379291	0.197870452528838	0.228167760596284	0.207168131491839	0.242842707982486	0.219684859556976	0.235248187395427	0.197966101694915	0.202173913043478	0.218024885102567	0.214074964484756	0.155442702583352	0.177767877032747	0.183016105417277	0.184039087947883	0.197951052931133
GCA.007896595.1.ASM789659v1	0.242627065467475	0.227111897390535	0.231040564373898	0.229787234042553	0.223284287401998	0.251622840796567	0.243065150387926	0.303074386577442	0.22072451558551	0.216158318881975	0.266149870801034	0.258165829145729	0.245881383855025	0.256715474560202	0.248106448311157	0.229915715352609	0.22753969980422	0.226391494684178	0.283163794893087	0.235583084152072	0.215851228691609	0.241859512594716	0.223603793466807	0.239279588336192	0.227858627858628	0.23189926547744	0	0.230919552708718	0.24622339839012	0.272178636089318	0.21854445151708	0.278299871849637	0.266085861236486	0.24496537027171	0.258164685726523	0.256388595564942	0.274594938049349	0.253825284861639	0.259267172310651	0.266174554928354	0.272109565771313	0.241616509028375	0.267868241143567	0.2352	0.261426340447683	0.234861227922624	0.245759117896522	0.242687238829958	0.235359116022099	0.216365407511635
GCA.000598645.1.ASM59864v1	0.176015473887814	0.156087534760005	0.202346041055718	0.168424713110003	0.163270086671352	0.156565656565657	0.173923112552107	0.24344726357727	0.176430127249799	0.215282392026578	0.206021118849697	0.197858526028021	0.189394786888914	0.202293577981651	0.186395465155052	0.156976744186047	0.146419665122907	0.191701621131391	0.20009028326374	0.185659411011524	0.162813218738651	0.187812743244746	0.160032121142595	0.158153126826417	0.182999886967334	0.16295535000571	0.230919552708718	0	0.175747348119576	0.23612171447268	0.182480064717439	0.234314980793854	0.222298377884396	0.195541105434278	0.232080317534438	0.177877428998505	0.21361014994233	0.177919924188581	0.213088029809036	0.196824268278232	0.20471894517696	0.187902942210761	0.187253687647787	0.189955824226924	0.203577898550725	0.157569515962925	0.143550063517727	0.173364485981308	0.161290322580645	0.168438459721238
GCA.015831745.1.ASM1583174v1	0.209205504799352	0.146758518883011	0.205410362219166	0.179021803182086	0.171510242972844	0.152679226816736	0.192135625147163	0.27330779054917	0.193334110243561	0.222097209720972	0.205707762557078	0.207132106055343	0.204046834148005	0.188622056423409	0.211970638057595	0.17569165287302	0.165599710109917	0.211890770826132	0.205872233054249	0.179311161084152	0.176745904668063	0.207773132979324	0.179008746355685	0.173422084868656	0.202067777139575	0.206035983749275	0.24622339839012	0.175747348119576	0	0.2015065913371	0.185054635178005	0.233755474020594	0.223409196470042	0.185596221959858	0.233855650522317	0.231092928112215	0.223733583489681	0.19710843373494	0.216433814823585	0.206460166325178	0.217074317968015	0.192275598998689	0.200366174619522	0.194799054373522	0.209666283084005	0.191578457601489	0.189385934014324	0.169874079353766	0.17639827904118	0.15449303219606
