isolate	sample	host_site	site	host	genus_sp	classification	taxonomy_Genus	taxonomy_Species	Completeness	Contamination	GC	GC std	Genome.size	# ambiguous bases	# scaffolds	# contigs	Longest scaffold	Longest contig	N50 (scaffolds)	N50 (contigs)	Mean scaffold length	Mean contig length	Coding density	Translation table	predicted.genes	percent_mapped	coverage_mean	coverage_std	dataset	isolation_source	infection_status	included_analysis	isolate_old
GCA.000403155.2.Bact.thet.dnLKV9.V1	SAMN01730983	mouse_missing	missing	mouse	Mus musculus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.08090614886731391	0.4288308638196557	0.049850281707527665	6232883	15532	6	20	3741630	1513036	3741630	519074	1038813.8333333334	310867.55	0.9003985795979164	11	4796	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_000403155.2_Bact_thet_dnLKV9_V1
GCA.008329425.1.ASM832942v1	SAMN12001428	mouse_USA: Providence, RI	USA: Providence, RI	mouse	Mus musculus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.8576051779935273	0.4284926960514835	0.034190066264348375	6468556	0	68	68	1579421	1579421	471353	471353	95125.82352941176	95125.82352941176	0.9031618494143051	11	5161	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_008329425.1_ASM832942v1
GCA.015560505.1.ASM1556050v1	SAMN15532376	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.09076899368162	0.08090614886731391	0.4265402241780624	0.040208103906908446	6300289	297	47	50	803386	803386	415210	408301	134048.70212765958	125999.84	0.9030663514007056	11	5053	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015560505.1_ASM1556050v1
GCA.008329455.1.ASM832945v1	SAMN12001427	mouse_USA: Providence, RI	USA: Providence, RI	mouse	Mus musculus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	1.157611715864143	0.42851754697530703	0.04003463606510471	6458606	0	86	86	630087	630087	370411	370411	75100.06976744186	75100.06976744186	0.9034469667293531	11	5158	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_008329455.1_ASM832945v1
GCA.003469685.1.ASM346968v1	SAMN09736331	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.08090614886731391	0.428004245736782	0.03286288890250539	5892252	224	46	57	1120401	757508	404662	362883	128092.43478260869	103368.91228070176	0.9055203341608608	11	4587	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003469685.1_ASM346968v1
GCA.900109385.1.IMG.taxon.2593339226.annotated.assembly	SAMN02910322	missing_missing	missing	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.4045307443365696	0.4295926267263345	0.05383147240412502	6227149	10	38	39	1045920	1045920	351806	351806	163872.34210526315	159670.23076923078	0.9035113821750531	11	4914	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_900109385.1_IMG-taxon_2593339226_annotated_assembly
GCA.003472055.1.ASM347205v1	SAMN09734814	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.46062567421791	0.16181229773462782	0.4284040028192215	0.031197298929780088	6060376	547	47	76	667730	667730	435333	281634	128944.17021276595	79734.59210526316	0.9027060367211539	11	4774	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003472055.1_ASM347205v1
GCA.003472675.1.ASM347267v1	SAMN09734755	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.08090614886731391	0.4302076694950815	0.036869288917241706	6423029	468	72	101	1095959	1095959	306368	278057	89208.73611111111	63589.71287128713	0.901814237488263	11	5145	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003472675.1_ASM347267v1
GCA.015548265.1.ASM1554826v1	SAMN15533093	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.46062567421791	0.4449838187702265	0.42938423315970836	0.04527182943320706	6484391	492	72	77	500556	492263	275136	275136	90060.98611111111	84206.48051948052	0.9023165012720546	11	5166	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015548265.1_ASM1554826v1
GCA.003436085.1.ASM343608v1	SAMN09737014	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.10787486515641855	0.41758888915714576	0.025353444026365683	5592152	497	89	116	468787	468787	139363	127390	62833.168539325845	48203.9224137931	0.9029484534755136	11	4288	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003436085.1_ASM343608v1
GCA.001406075.1.14207.7.68	SAMEA3545408	human_missing	missing	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.02912621359224	0.24271844660194175	0.43056325502830517	0.04263139782689676	6301270	7549	28	58	1695367	794380	942107	275098	225045.35714285713	108512.43103448275	0.8994669328563925	11	4931	NA	NA	NA	ncbi_genomes	colon	FALSE	1	GCA_001406075.1_14207_7_68
GCA.004167525.1.ASM416752v1	SAMN10239573	human_USA: Cambridge	USA: Cambridge	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.5663430420711975	0.4281427740274219	0.03608315092307121	6357767	0	70	70	614997	614997	270871	270871	90825.24285714286	90825.24285714286	0.9004444484989778	11	4967	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_004167525.1_ASM416752v1
GCA.016760065.1.ASM1676006v1	SAMN11961938	missing_Canada:Lethbridge	Canada:Lethbridge	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.9862844814301127	0.42988043871966536	0.03086288650732288	6203597	0	645	645	838230	838230	231825	231825	9617.97984496124	9617.97984496124	0.9015160075678674	11	5221	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_016760065.1_ASM1676006v1
GCA.016760105.1.ASM1676010v1	SAMN11961935	missing_Canada:Lethbridge	Canada:Lethbridge	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	1.029224281651466	0.42955421835866137	0.029716942618417137	6132397	0	377	377	589645	589645	231825	231825	16266.305039787798	16266.305039787798	0.9023603657754056	11	4966	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_016760105.1_ASM1676010v1
GCA.015831845.1.ASM1583184v1	SAMN15915567	chicken_Canada: Lethbridge	Canada: Lethbridge	chicken	Gallus gallus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.08090614886731391	0.4284291597244175	0.02957619902415955	6102514	385	69	73	939979	921111	231388	231388	88442.23188405797	83590.80821917808	0.9038283238678354	11	4713	NA	NA	NA	ncbi_genomes	ceacum	FALSE	1	GCA_015831845.1_ASM1583184v1
GCA.015551985.1.ASM1555198v1	SAMN15533089	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.39104638619201726	0.4298286288742489	0.033384339524160395	6571567	390	66	70	907880	907880	240876	223996	99569.19696969698	93873.95714285714	0.9015484434686583	11	5193	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015551985.1_ASM1555198v1
GCA.003458585.1.ASM345858v1	SAMN09734465	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.25258129141625	0.3215500788316322	0.42550099327419205	0.027427234021422515	6100796	265	47	67	765230	765230	277351	218664	129804.17021276595	91052.70149253731	0.9040744847065858	11	4674	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003458585.1_ASM345858v1
GCA.900624795.1.81H8	SAMEA5128820	missing_missing	missing	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.4045307443365696	0.4273139253225884	0.045907916350129675	6811002	0	74	74	648630	648630	218360	218360	92040.56756756757	92040.56756756757	0.9008925558970619	11	5608	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_900624795.1_81H8
GCA.003466025.1.ASM346602v1	SAMN09734171	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.46062567421791	0.4854368932038835	0.42896882391399405	0.029133477606786105	6170437	259	63	84	655854	655854	272712	212650	97943.44444444444	73454.5	0.9049882528579418	11	4820	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003466025.1_ASM346602v1
GCA.001405255.1.13414.6.57	SAMEA3545281	human_missing	missing	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.08090614886731391	0.4266195540761892	0.026728354842965783	6244796	6690	31	56	784881	763212	363637	208405	201445.03225806452	111394.75	0.9010252696805469	11	4834	NA	NA	NA	ncbi_genomes	colon	FALSE	1	GCA_001405255.1_13414_6_57
GCA.003464695.1.ASM346469v1	SAMN09734252	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.16181229773462782	0.4282591515491266	0.043650021138501124	6186877	520	62	77	1116303	1116303	299930	205461	99788.33870967742	80342.2987012987	0.9033239225541416	11	4905	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003464695.1_ASM346469v1
GCA.015548485.1.ASM1554848v1	SAMN15532636	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.29881337648328	0.4045307443365696	0.4304386110621579	0.0401286613399219	6520957	1126	85	93	617795	579867	210113	201182	76717.14117647058	70105.70967741935	0.8994216646421683	11	5254	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015548485.1_ASM1554848v1
GCA.015554035.1.ASM1555403v1	SAMN15532761	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	1.1057173678532901	0.42961523153991066	0.040241448557578954	7050897	579	86	90	713043	517837	212014	192150	81987.17441860466	78336.86666666667	0.8970894057876607	11	5794	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015554035.1_ASM1555403v1
GCA.015556465.1.ASM1555646v1	SAMN15532963	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.12713823393435045	0.42943663177619945	0.03957275839205214	6284899	661	68	75	453046	435572	268747	190026	92424.98529411765	83789.84	0.9012415314868226	11	4869	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015556465.1_ASM1555646v1
GCA.003457815.1.ASM345781v1	SAMN09734544	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0	0.4319030342136653	0.029965091275222257	6397762	289	56	84	471582	471582	255956	188408	114245.75	76160.39285714286	0.9025709302721796	11	5061	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003457815.1_ASM345781v1
GCA.902364285.1.MGYG.HGUT.00196	SAMEA5849698	human_missing	missing	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0	0.4319030342136653	0.02996509127522226	6397762	289	56	84	471582	471582	255956	188408	114245.75	76160.39285714286	0.902548735010774	11	5060	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_902364285.1_MGYG-HGUT-00196
GCA.016760095.1.ASM1676009v1	SAMN11961936	missing_Canada:Lethbridge	Canada:Lethbridge	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	2.3744917434237824	0.4295839872475372	0.02912797282988696	6162888	0	568	568	781280	781280	184600	184600	10850.154929577464	10850.154929577464	0.9019224428547136	11	5211	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_016760095.1_ASM1676009v1
GCA.016760165.1.ASM1676016v1	SAMN11961937	missing_Canada:Lethbridge	Canada:Lethbridge	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.09076899368162	0.7831003947508803	0.4280241480700429	0.028802193310532225	6100032	0	320	320	748512	748512	184600	184600	19062.6	19062.6	0.902496085266438	11	4991	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_016760165.1_ASM1676016v1
GCA.015831785.1.ASM1583178v1	SAMN15915568	chicken_Canada: Lethbridge	Canada: Lethbridge	chicken	Gallus gallus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.08090614886731391	0.4284377600713829	0.0382284139123313	6061513	677	98	105	649114	515082	198325	183352	61852.17346938775	57722.247619047615	0.9040544827669263	11	4684	NA	NA	NA	ncbi_genomes	ceacum	FALSE	1	GCA_015831785.1_ASM1583178v1
GCA.900108155.1.IMG.taxon.2654588179.annotated.assembly	SAMN05216253	missing_missing	missing	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.08090614886731391	0.4293801774353107	0.046506458656979666	6328799	859	78	84	597310	553697	232163	179844	81138.44871794872	75332.61904761905	0.9019758725154646	11	5044	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_900108155.1_IMG-taxon_2654588179_annotated_assembly
GCA.015551275.1.ASM1555127v1	SAMN15532628	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.24271844660194175	0.42996508128820005	0.04464775120559939	6091855	565	78	84	543493	543493	192644	177865	78100.70512820513	72515.35714285714	0.9017089211742565	11	4757	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015551275.1_ASM1555127v1
GCA.015555485.1.ASM1555548v1	SAMN15532862	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.8764832793959006	0.4332052114636626	0.05015833006561443	7191824	754	95	101	564014	564014	176870	176870	75703.41052631578	71198.71287128713	0.8971815773022254	11	5912	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015555485.1_ASM1555548v1
GCA.009025475.1.ASM902547v1	SAMN12414680	human_USA: NH, DHMC	USA: NH, DHMC	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.4045307443365696	0.43037025441525395	0.031070947957576138	6586201	0	130	130	491608	491608	175170	175170	50663.084615384614	50663.084615384614	0.9003947799345936	11	5302	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009025475.1_ASM902547v1
GCA.015548225.1.ASM1554822v1	SAMN15533097	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.08090614886731391	0.4275381924719997	0.03529032282539353	6124994	685	78	85	513462	513462	206501	173586	78525.56410256411	72050.69411764706	0.9008851273976758	11	4771	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015548225.1_ASM1554822v1
GCA.015553025.1.ASM1555302v1	SAMN15533007	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.46062567421791	0.18878101402373246	0.430498139814419	0.038018607718445445	6514529	394	95	99	537152	349521	172677	172677	68573.98947368421	65799.34343434343	0.9001161864503174	11	5228	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015553025.1_ASM1555302v1
GCA.003469365.1.ASM346936v1	SAMN09736414	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.08090614886731391	0.4324976845815612	0.042864971056615096	6909977	14895	85	135	469534	466972	192535	168155	81293.84705882354	51074.68148148148	0.9002834596989252	11	5697	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003469365.1_ASM346936v1
GCA.001405895.1.14207.7.22	SAMEA3545362	human_missing	missing	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.09076899368162	0.296655879180151	0.43069942466597505	0.027668526476362056	6400343	2842	52	62	835726	496886	226749	165447	123083.51923076923	103185.5	0.9021936793074996	11	5057	NA	NA	NA	ncbi_genomes	colon	FALSE	1	GCA_001405895.1_14207_7_22
