isolate	sample	host_site	site	host	genus_sp	classification	taxonomy_Genus	taxonomy_Species	Completeness	Contamination	GC	GC std	Genome.size	# ambiguous bases	# scaffolds	# contigs	Longest scaffold	Longest contig	N50 (scaffolds)	N50 (contigs)	Mean scaffold length	Mean contig length	Coding density	Translation table	predicted.genes	percent_mapped	coverage_mean	coverage_std	dataset	isolation_source	infection_status	included_analysis	isolate_old
GCA.012151035.1.ASM1215103v1	SAMD00198302	human_missing	missing	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.08090614886731391	0.42742803962187254	0.04879507002777221	6283774	73	5	6	6224560	5064908	6224560	5064908	1256754.8	1047283.5	0.8987084831504125	11	4914	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_012151035.1_ASM1215103v1
GCA.000273315.1.Bact.xyla.CL03T12C04.V1	SAMN02463935	human_not determined	not determined	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.29881337648328	0	0.42204863424548755	0.042227089464046956	6067695	11592	13	41	2579410	645261	1713442	272022	466745.76923076925	147709.82926829267	0.8992315862943012	11	4760	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_000273315.1_Bact_xyla_CL03T12C04_V1
GCA.009102765.1.ASM910276v1	SAMN11944272	human_USA:Boston	USA:Boston	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.4584681769147788	0.42623840907491173	0.04215518833736561	6748627	352	122	125	383289	383289	182383	179220	55316.61475409836	53986.2	0.8965989674640487	11	5651	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102765.1_ASM910276v1
GCA.002959695.1.ASM295969v1	SAMN08570053	missing_missing	missing	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.25258129141625	0.7281553398058253	0.42849580569659995	0.023318140321555308	6481410	0	17	17	4144501	4144501	4144501	4144501	381259.4117647059	381259.4117647059	0.8910004150331486	11	5139	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_002959695.1_ASM295969v1
GCA.900445505.1.50450.E01	SAMEA4384067	missing_China:Qingjian, Shaanxi province	China:Qingjian, Shaanxi province	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.7686084142394822	0.4178005498699874	0.03288517424520043	6707040	0	11	11	6491739	6491739	6491739	6491739	609730.9090909091	609730.9090909091	0.9060892733605287	11	5183	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_900445505.1_50450_E01
GCA.016864615.1.ASM1686461v1	SAMN12869706	human_Denmark	Denmark	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis_A	Bacteroides	Bacteroides_fragilis_A	99.25650557620818	0.8674101610904585	0.43326901912217236	0	5380874	0	1	1	5380874	5380874	5380874	5380874	5380874	5380874	0.8913819576522327	11	4568	NA	NA	NA	ncbi_genomes	blood	FALSE	1	GCA_016864615.1_ASM1686461v1
GCA.002959635.1.ASM295963v1	SAMN08570052	missing_missing	missing	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.19093851132686	2.4352750809061487	0.41819300117272695	0.02327145776069464	6724498	0	21	21	5913077	5913077	5913077	5913077	320214.1904761905	320214.1904761905	0.9027438182002582	11	5223	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_002959635.1_ASM295963v1
GCA.016103195.1.ASM1610319v1	SAMN13450442	missing_Not applicable	Not applicable	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	2.0226537216828477	0.4274703892766566	0.027462600775184243	6639571	0	12	12	2337905	2337905	1645408	1645408	553297.5833333334	553297.5833333334	0.88836658272048	11	5412	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_016103195.1_ASM1610319v1
GCA.009102605.1.ASM910260v1	SAMN11944278	human_USA:Boston	USA:Boston	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.4045307443365696	0.42541316072510155	0.04478036822808773	6640430	36	89	91	357843	357843	176346	160184	74611.57303370787	72971.36263736263	0.8994013941868222	11	5446	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102605.1_ASM910260v1
GCA.000154125.1.ASM15412v1	SAMN00627058	human_not determined	not determined	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.29881337648328	0.12135922330097088	0.4186376683017263	0.025175475129291774	6465369	2200	32	54	1147684	1147684	507553	426007	202042.78125	119688.31481481482	0.9060182025186807	11	4954	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_000154125.1_ASM15412v1
GCA.008369705.1.ASM836970v1	SAMN12675660	human_South Korea	South Korea	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.4312816609698832	0.04491886399930152	5419725	0	2	2	5330584	5330584	5330584	5330584	2709862.5	2709862.5	0.8869824575970183	11	4512	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_008369705.1_ASM836970v1
GCA.900107475.1.IMG.taxon.2693429857.annotated.assembly	SAMN05444282	missing_missing	missing	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.12135922330097088	0.41852104992124933	0.027902392967287998	6373930	652	60	61	617802	617802	284654	284654	106232.16666666667	104479.96721311475	0.9098047829204274	11	4843	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_900107475.1_IMG-taxon_2693429857_annotated_assembly
GCA.900445585.1.43651.D01	SAMEA4598409	missing_missing	missing	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.29881337648328	1.8069039913700105	0.42875998919547625	0.02534327220728588	6364001	0	13	13	5631498	5631498	5631498	5631498	489538.53846153844	489538.53846153844	0.8983570241425166	11	4936	NA	NA	NA	ncbi_genomes	blood	FALSE	1	GCA_900445585.1_43651_D01
GCA.009102705.1.ASM910270v1	SAMN11944275	human_USA:Boston	USA:Boston	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.4045307443365696	0.42611434760605044	0.04643409815128377	6724187	6	104	104	431145	431145	160184	160184	64655.644230769234	64655.58653846154	0.8989757423462494	11	5543	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102705.1_ASM910270v1
GCA.009102805.1.ASM910280v1	SAMN11944269	human_USA:Boston	USA:Boston	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.10787486515641855	0.4210607008003772	0.035152595094463904	6405116	11	92	92	615282	615280	159622	159622	69620.82608695653	69620.70652173914	0.8986168244259745	11	5192	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102805.1_ASM910280v1
GCA.016888545.1.ASM1688854v1	SAMN16357368	missing_USA:MD	USA:MD	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.4045307443365696	0.42854358182409064	0.0247016636474001	6351088	0	6	6	3947189	3947189	3947189	3947189	1058514.6666666667	1058514.6666666667	0.8964289268232467	11	4984	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_016888545.1_ASM1688854v1
GCA.000218325.1.Bact.ovat.3.8.47FAA.V1	SAMN02463791	human_not determined	not determined	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0	0.4196503653346436	0.028342144296657358	6549476	4244	25	42	932996	932996	484992	391682	261979.04	155838.85714285713	0.9094498552250593	11	5083	NA	NA	NA	ncbi_genomes	colon	FALSE	1	GCA_000218325.1_Bact_ovat_3_8_47FAA_V1
GCA.902374415.1.MGYG.HGUT.01378	SAMEA5850881	human_missing	missing	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0	0.4196503653346436	0.028342144296657358	6549476	4244	25	42	932996	932996	484992	391682	261979.04	155838.85714285713	0.9094498552250593	11	5083	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_902374415.1_MGYG-HGUT-01378
GCA.000403155.2.Bact.thet.dnLKV9.V1	SAMN01730983	mouse_missing	missing	mouse	Mus musculus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.08090614886731391	0.4288308638196557	0.049850281707527665	6232883	15532	6	20	3741630	1513036	3741630	519074	1038813.8333333334	310867.55	0.9003985795979164	11	4796	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_000403155.2_Bact_thet_dnLKV9_V1
GCA.009093915.1.ASM909391v1	SAMN11944333	human_USA:Boston	USA:Boston	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	88.18770226537217	0.1941747572815534	0.4220405162995832	0.04263074966514282	5931482	42	113	115	497519	497518	151382	151381	52490.991150442474	51577.739130434784	0.8966234745380666	11	4917	NA	NA	NA	ncbi_genomes	stool	FALSE	0	GCA_009093915.1_ASM909391v1
GCA.900107825.1.IMG.taxon.2623620516.annotated.assembly	SAMN04487924	missing_missing	missing	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0	0.4175672431530419	0.02506359064684165	6131743	115	64	65	542077	542077	174702	149792	95808.484375	94332.73846153847	0.8998976310650985	11	4838	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_900107825.1_IMG-taxon_2623620516_annotated_assembly
GCA.008329425.1.ASM832942v1	SAMN12001428	mouse_USA: Providence, RI	USA: Providence, RI	mouse	Mus musculus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.8576051779935273	0.4284926960514835	0.034190066264348375	6468556	0	68	68	1579421	1579421	471353	471353	95125.82352941176	95125.82352941176	0.9031618494143051	11	5161	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_008329425.1_ASM832942v1
GCA.003465275.1.ASM346527v1	SAMN09734245	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0	0.4168909518707271	0.03687595547497885	6711558	237	43	59	770034	616543	424403	312740	156082.7441860465	113751.20338983051	0.9094173066819955	11	5228	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003465275.1_ASM346527v1
GCA.000965785.1.ASM96578v1	SAMN03420872	human_Russia: Saint Petersburg	Russia: Saint Petersburg	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0.1239157372986369	0.4318763356096438	0	5282232	0	1	1	5282232	5282232	5282232	5282232	5282232	5282232	0.8884284143521148	11	4392	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_000965785.1_ASM96578v1
GCA.000009925.1.ASM992v1	SAMD00061068	missing_missing	missing	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.43204299010165714	0.06834557333376187	5310990	0	2	2	5277274	5277274	5277274	5277274	2655495	2655495	0.8885366005208069	11	4416	NA	NA	NA	ncbi_genomes	blood	FALSE	1	GCA_000009925.1_ASM992v1
GCA.004167785.1.ASM416778v1	SAMN10239570	human_USA: Cambridge	USA: Cambridge	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.13700107874865	0	0.4175135537223113	0.06897127040554214	6705538	0	67	67	883066	883066	286232	286232	100082.65671641791	100082.65671641791	0.910613883628726	11	5178	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_004167785.1_ASM416778v1
GCA.015560505.1.ASM1556050v1	SAMN15532376	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.09076899368162	0.08090614886731391	0.4265402241780624	0.040208103906908446	6300289	297	47	50	803386	803386	415210	408301	134048.70212765958	125999.84	0.9030663514007056	11	5053	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015560505.1_ASM1556050v1
GCA.002161135.1.ASM216113v1	SAMN06473578	chicken_not applicable	not applicable	chicken	Gallus gallus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.41890357854687615	0.02688488484489905	5727688	0	87	87	493865	493865	148746	148746	65835.49425287357	65835.49425287357	0.9020260880131739	11	4467	NA	NA	NA	ncbi_genomes	ceacum	FALSE	1	GCA_002161135.1_ASM216113v1
GCA.009102755.1.ASM910275v1	SAMN11944271	human_USA:Boston	USA:Boston	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.7281553398058253	0.42598869211215723	0.04458857330594678	6683867	37	110	110	564224	564223	143470	143469	60762.42727272727	60762.09090909091	0.8978877048271607	11	5514	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102755.1_ASM910275v1
GCA.008329455.1.ASM832945v1	SAMN12001427	mouse_USA: Providence, RI	USA: Providence, RI	mouse	Mus musculus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	1.157611715864143	0.42851754697530703	0.04003463606510471	6458606	0	86	86	630087	630087	370411	370411	75100.06976744186	75100.06976744186	0.9034469667293531	11	5158	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_008329455.1_ASM832945v1
GCA.005844885.1.ASM584488v1	SAMN10863229	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.040453074433656956	0.4186662753083333	0.04140049095437149	6855201	443	68	72	653378	653378	270469	270469	100811.7794117647	95204.97222222222	0.9065880052240627	11	5263	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_005844885.1_ASM584488v1
GCA.016889925.1.ASM1688992v1	SAMN16357367	missing_USA:MD	USA:MD	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	1.0223048327137547	0.432061685620977	0.003582286921806746	5248938	0	2	2	5150703	5150703	5150703	5150703	2624469	2624469	0.8902844727828754	11	4410	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_016889925.1_ASM1688992v1
GCA.015552205.1.ASM1555220v1	SAMN15533082	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.040453074433656956	0.4186662753083333	0.04140049095437149	6855201	443	68	72	653378	653378	270469	270469	100811.7794117647	95204.97222222222	0.9065880052240627	11	5263	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015552205.1_ASM1555220v1
GCA.003469685.1.ASM346968v1	SAMN09736331	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteroides	Bacteroides_thetaiotaomicron	99.41439358915088	0.08090614886731391	0.428004245736782	0.03286288890250539	5892252	224	46	57	1120401	757508	404662	362883	128092.43478260869	103368.91228070176	0.9055203341608608	11	4587	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003469685.1_ASM346968v1
