GCA.003470645.1.ASM347064v1	GCA.015831805.1.ASM1583180v1	GCA.003474465.1.ASM347446v1	GCA.003612665.1.ASM361266v1	GCA.003439865.1.ASM343986v1	GCA.013361135.1.ASM1336113v1	GCA.005844895.1.ASM584489v1	GCA.001405735.1.14207.7.66	GCA.003458305.1.ASM345830v1	GCA.003472085.1.ASM347208v1	GCA.003472925.1.ASM347292v1	GCA.003468975.1.ASM346897v1	GCA.005844955.1.ASM584495v1	GCA.005844935.1.ASM584493v1	GCA.015557725.1.ASM1555772v1	GCA.000699665.1.ASM69966v1	GCA.015550085.1.ASM1555008v1	GCA.015548845.1.ASM1554884v1	GCA.015554355.1.ASM1555435v1	GCA.015555955.1.ASM1555595v1	GCA.015552185.1.ASM1555218v1	GCA.015670595.1.ASM1567059v1	GCA.015558885.1.ASM1555888v1	GCA.003463955.1.ASM346395v1	GCA.000178275.1.ASM17827v1	P18.D7	GCA.015561385.1.ASM1556138v1	GCA.015549745.1.ASM1554974v1	GCA.001578575.1.ASM157857v1	GCA.003465985.1.ASM346598v1	GCA.015550165.1.ASM1555016v1	GCA.015552295.1.ASM1555229v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	GCA.015548325.1.ASM1554832v1	GCA.003465275.1.ASM346527v1	GCA.009734165.1.ASM973416v1	GCA.004167785.1.ASM416778v1	GCA.015547705.1.ASM1554770v1	GCA.015558455.1.ASM1555845v1	GCA.003459425.1.ASM345942v1	GCA.015554685.1.ASM1555468v1	GCA.015550025.1.ASM1555002v1	GCA.015556825.1.ASM1555682v1	GCA.015557585.1.ASM1555758v1	GCA.015555775.1.ASM1555577v1	GCA.900095495.1.B.ovatus.V975	GCA.015548155.1.ASM1554815v1	GCA.015552205.1.ASM1555220v1	GCA.003363235.1.ASM336323v1
GCA.003472925.1.ASM347292v1	0.253219662615636	0.23671041450288	0.26075993391879	0.239344890336175	0.250092148912643	0.222928795342588	0.210412926391382	0.137594194808819	0.159382311651848	0.156103394351946	0	0.155037347422117	0.155514536225196	0.16538882803943	0.298970949822421	0.336816008500089	0.344609261939219	0.311912079724318	0.370819362049695	0.35381850853549	0.348156085364765	0.335621521335807	0.364042135332976	0.320462617247974	0.355035422832033	0.313960007475238	0.322214076246334	0.329611018053229	0.324130105900151	0.29713758079409	0.353476092695805	0.266102178669965	0.318217221981826	0.264272991469017	0.272571591665874	0.283428361228619	0.273912638539629	0.279280948851001	0.309094189823169	0.312260023216359	0.327799332310746	0.307897398179645	0.314665230658769	0.349004804392588	0.303461573776513	0.302108157653529	0.303351797953244	0.306835397914624	0.302632785982937	0.26438610448157
GCA.003468975.1.ASM346897v1	0.226807956869307	0.217088055797733	0.271254339891391	0.204757691929618	0.223356009070295	0.218316967972837	0.189293598233996	0.125846770346341	0.113948353652683	0.128925775723852	0.155037347422117	0	0.111952304343712	0.136976047904192	0.271912629515542	0.311627063304916	0.331850203930293	0.297163052822619	0.36196426999912	0.333824341741852	0.350654103009789	0.329147640791476	0.310042070605451	0.322878745449454	0.328310208582192	0.31627372052904	0.323938369034198	0.303683909142966	0.307916181606519	0.272675629615603	0.336278742845667	0.251195938689837	0.298307787720386	0.23973458986441	0.252953236356536	0.265698661135206	0.238513707135352	0.270239452679589	0.290865384615385	0.273442502973196	0.274895977808599	0.291356395513243	0.31524737906934	0.348788198103267	0.292290313470771	0.292426235669987	0.287103919869017	0.294805076234821	0.281858365466002	0.229153463105478
GCA.005844955.1.ASM584495v1	0.223928403203015	0.203339882121807	0.26907123534716	0.209172482552343	0.221530504740925	0.221684954435559	0.193028241215398	0.108531630876378	0.121277009927974	0.135564053537285	0.155514536225196	0.111952304343712	0	0.134755808440019	0.282876064333018	0.311035560047781	0.333208078910287	0.297114080960682	0.347237076648841	0.323817520291072	0.350945494994438	0.330890153341692	0.347233805949402	0.329044465468307	0.334078212290503	0.312020211835584	0.290543757737358	0.30062893081761	0.280668962124939	0.278049716863423	0.327628361858191	0.257029702970297	0.29091888011486	0.239859594383775	0.23980198019802	0.256045111344739	0.262250629478985	0.265581350544264	0.278178581467254	0.272339636633296	0.313155922038981	0.281865086948213	0.317491380113689	0.346554024010671	0.292175572519084	0.274978569387561	0.280859375	0.296392229417206	0.275500476644423	0.231700605393506
GCA.005844935.1.ASM584493v1	0.238263785394933	0.215804290845549	0.280528052805281	0.206186582602699	0.242567695512214	0.190620689655172	0.15963133640553	0.132613060522038	0.124194324194324	0.124468386730933	0.16538882803943	0.136976047904192	0.134755808440019	0	0.260686558787765	0.295710650672483	0.287014675831321	0.28381353498612	0.338153601975134	0.303321033210332	0.320927674397287	0.306768350810296	0.327529325513196	0.307641941820223	0.296197403554001	0.30080676142912	0.302767840331388	0.291889824024484	0.304297102858254	0.260531309297913	0.332997886686123	0.252714998532433	0.286284953395473	0.23619543220584	0.25682418550044	0.282501889644747	0.269838231071121	0.257665206627309	0.283861404483973	0.271610596754973	0.301584360233485	0.273070747142722	0.279395503133063	0.334682386063699	0.289312329025564	0.3	0.274201331917769	0.245814655566737	0.25002356045613	0.231606640660437
GCA.015557725.1.ASM1555772v1	0.297834773719915	0.300987797791981	0.338376646493414	0.293632075471698	0.287239066780013	0.267522935779817	0.277609195402299	0.273368943151469	0.269289827255278	0.253441448236847	0.298970949822421	0.271912629515542	0.282876064333018	0.260686558787765	0	0.15132831625714	0.295524047817626	0.271772345301757	0.322716874890023	0.297929130234699	0.316444119261021	0.291298145506419	0.300356587729725	0.287047405748414	0.299099761161124	0.290217495448884	0.284681130834977	0.271825207518367	0.280186208903113	0.262849029815428	0.356755671551897	0.278157329689635	0.319929140832595	0.250144203037877	0.283622877220379	0.294184183240645	0.28475935828877	0.291916025458345	0.315648396339773	0.317907444668008	0.305047143649473	0.27195627591406	0.318378229291165	0.355104907383022	0.298701298701299	0.305589478628464	0.299441555940689	0.287878787878788	0.277171869123731	0.27860246198407
GCA.000699665.1.ASM69966v1	0.325446992956475	0.341291474762666	0.350593124945883	0.330155400896177	0.318348623853211	0.304200481583876	0.30586342509832	0.305918310641845	0.306810770520824	0.29425771590805	0.336816008500089	0.311627063304916	0.311035560047781	0.295710650672483	0.15132831625714	0	0.320244956772334	0.329068150208623	0.353540542854696	0.329575952764359	0.327465101804926	0.320650166235685	0.325511111111111	0.331217698794088	0.323868202518082	0.314418604651163	0.312226277372263	0.318139707244766	0.314194277108434	0.304651590365876	0.394063260340633	0.317359598446823	0.324140308540895	0.292767148856743	0.301449000852353	0.310016480498077	0.31608715808994	0.319557195571956	0.321056413941789	0.336534186894283	0.336807115263678	0.313318077803204	0.337444146559428	0.352187286397813	0.336868086662401	0.344223398430371	0.328348443779792	0.297896885260449	0.320485889122294	0.290203327171904
GCA.015550085.1.ASM1555008v1	0.343484680693983	0.336986828189597	0.381663867032093	0.325334113745	0.338585631213656	0.31753986332574	0.327305936073059	0.32379960223506	0.32120057170081	0.310364198108791	0.344609261939219	0.331850203930293	0.333208078910287	0.287014675831321	0.295524047817626	0.320244956772334	0	0.236560159287001	0.290971068962503	0.268921389396709	0.26278499409574	0.268177525967894	0.280058118416273	0.257714762301918	0.271234376425509	0.245433789954338	0.25480320835665	0.240431981811292	0.259772771037936	0.294924812030075	0.370529042542592	0.293866873364984	0.347470303563572	0.306289968502434	0.329134773762232	0.342568326469487	0.335166398027875	0.325598943595548	0.336699100422251	0.363793260059951	0.336821812172955	0.300645644240666	0.336742147552958	0.364032792604221	0.324549107560041	0.330970149253731	0.317656055826403	0.307406400145046	0.29493044533657	0.337049357187809
GCA.015548845.1.ASM1554884v1	0.304934867357611	0.293790914501091	0.355713245997089	0.275271848570278	0.290728028618389	0.315503003003003	0.310507007807356	0.28828125	0.275550314465409	0.274850414977803	0.311912079724318	0.297163052822619	0.297114080960682	0.28381353498612	0.271772345301757	0.329068150208623	0.236560159287001	0	0.290415392914943	0.228509556538932	0.240785781103835	0.243890565670334	0.250163658468157	0.235103132161956	0.242247697801165	0.221034042970666	0.239257906373162	0.233759890592947	0.240886063375385	0.254917159190001	0.348425601975715	0.270345930813837	0.321926489226869	0.26954124827722	0.290141971605679	0.308634828750603	0.302307391474384	0.307984051346883	0.327281323877069	0.317492984097287	0.299413656137696	0.252121913580247	0.321358036302078	0.353548039831345	0.293392409940281	0.283338140563407	0.274502070597515	0.278939507094847	0.257698229407236	0.299518696778971
GCA.015554355.1.ASM1555435v1	0.330996406975725	0.349672011661808	0.389702170620899	0.324958433401072	0.325442733825754	0.34025974025974	0.337613882863341	0.333572839949704	0.326287262872629	0.342928216062544	0.370819362049695	0.36196426999912	0.347237076648841	0.338153601975134	0.322716874890023	0.353540542854696	0.290971068962503	0.290415392914943	0	0.201563178462874	0.207527624309392	0.276309896999552	0.293345991197031	0.289107865563963	0.280859916782247	0.245602958419771	0.237850756838099	0.259006378582338	0.241127634339932	0.323941150245207	0.405201658499812	0.329662261380323	0.339028475711893	0.338762214983713	0.337187958883994	0.335287325695	0.365042258586585	0.344904715039814	0.355131223297585	0.362569060773481	0.353331008022323	0.333866098383946	0.349353691333391	0.364172410929325	0.332387371408301	0.330854360336432	0.345777455599855	0.341547475443736	0.335991493886231	0.335783894682852
GCA.015555955.1.ASM1555595v1	0.305224564619615	0.331742243436754	0.374791392182697	0.312542372881356	0.299366616989568	0.32500678794461	0.33200290275762	0.313081914793567	0.314977765162267	0.311204091120409	0.35381850853549	0.333824341741852	0.323817520291072	0.303321033210332	0.297929130234699	0.329575952764359	0.268921389396709	0.228509556538932	0.201563178462874	0	0.162501127853469	0.247186796699175	0.253653256359372	0.247860101242522	0.22102401449932	0.218968448894767	0.215450166728418	0.207902163687676	0.221414913957935	0.283927571401904	0.385817426565127	0.303896103896104	0.316898330273625	0.301867121599848	0.329100529100529	0.344673731176799	0.340740043310423	0.350505807418509	0.315280816921955	0.320220156997203	0.32214826297073	0.285939968404423	0.332849628151642	0.371403812824957	0.331786542923434	0.313507504168983	0.318462268628382	0.290409725348942	0.285489105238758	0.298026257033134
GCA.015552185.1.ASM1555218v1	0.338919755897623	0.334977238239757	0.363890343984634	0.314796998268232	0.330495141138362	0.307969059183306	0.349679978364735	0.330779293589983	0.329197217522091	0.319290465631929	0.348156085364765	0.350654103009789	0.350945494994438	0.320927674397287	0.316444119261021	0.327465101804926	0.26278499409574	0.240785781103835	0.207527624309392	0.162501127853469	0	0.255007919500606	0.267055132227701	0.257911102981526	0.257564841498559	0.183106522759268	0.226138978370916	0.239742031965604	0.242093266217115	0.2912918482797	0.386836935166994	0.301796636085627	0.346193952033368	0.31713747645951	0.309633027522936	0.315969335919461	0.342750233863424	0.349278734295021	0.321373561656247	0.353658536585366	0.314606741573034	0.292336103416436	0.333032897701667	0.320354897062624	0.318701586130579	0.313633434594495	0.326669181440966	0.283336316448899	0.299797309747559	0.309426593289544
GCA.015670595.1.ASM1567059v1	0.323863636363636	0.323456790123457	0.378704123244223	0.316290726817043	0.322934719815136	0.32180577624077	0.316844669289863	0.309734513274336	0.309912907329484	0.305910619894282	0.335621521335807	0.329147640791476	0.330890153341692	0.306768350810296	0.291298145506419	0.320650166235685	0.268177525967894	0.243890565670334	0.276309896999552	0.247186796699175	0.255007919500606	0	0.164120715350224	0.17508321445554	0.204679457182967	0.196170379054318	0.184951177484204	0.211089494163424	0.219584569732938	0.293323041296797	0.365433869480586	0.313290194126431	0.339525656055551	0.290461719439271	0.318068690890991	0.332052267486549	0.318274754162204	0.340499709471238	0.343755886230929	0.301406875989938	0.317886408589997	0.286139659975026	0.291682278006744	0.340303842716711	0.29189448441247	0.301225584067407	0.304270986745214	0.307298930729893	0.287206516530906	0.331428044620632
GCA.015558885.1.ASM1555888v1	0.332179930795848	0.341992983786859	0.384131971720346	0.318264884101183	0.328830495928942	0.338908371549321	0.325522710886806	0.340121438580103	0.316793534442252	0.310612357993904	0.364042135332976	0.310042070605451	0.347233805949402	0.327529325513196	0.300356587729725	0.325511111111111	0.280058118416273	0.250163658468157	0.293345991197031	0.253653256359372	0.267055132227701	0.164120715350224	0	0.15955015086404	0.203925452417394	0.213360855695252	0.224696356275304	0.222575219585124	0.225408279529054	0.300760244761728	0.379554158892271	0.32435272762014	0.349839284162975	0.297750164736892	0.332951179898729	0.345891043397969	0.31544000748153	0.345366579828805	0.368840579710145	0.318511878081578	0.2999365884591	0.28736268808271	0.324743196972427	0.375473647950396	0.323868350696045	0.326154978833057	0.329310832469124	0.326474009125884	0.3086487980105	0.334279882864496
GCA.003463955.1.ASM346395v1	0.32013753368646	0.334495448382723	0.341758632965468	0.311124213836478	0.318598280910551	0.324403669724771	0.341977011494253	0.322968332697444	0.309021113243762	0.3071846124835	0.320462617247974	0.322878745449454	0.329044465468307	0.307641941820223	0.287047405748414	0.331217698794088	0.257714762301918	0.235103132161956	0.289107865563963	0.247860101242522	0.257911102981526	0.17508321445554	0.15955015086404	0	0.204299099761161	0.203219315895372	0.202967972198741	0.208090831027574	0.212103578702357	0.297491717936583	0.370407548685003	0.306265859847745	0.362976085031001	0.288982887906172	0.315635369900449	0.329625789424074	0.324293353705118	0.336183148095374	0.351141510305943	0.342966892262667	0.33019042336846	0.281379570297776	0.339339891514204	0.375823018172241	0.321099190664408	0.320244246124941	0.318120546890044	0.311792625045637	0.293907484016548	0.326393917451122
GCA.000178275.1.ASM17827v1	0.322843289726466	0.32374237804878	0.37541644748378	0.308525033829499	0.327879520312355	0.330442637759711	0.324762335898597	0.331143232588699	0.304815864022663	0.306421677802524	0.355035422832033	0.328310208582192	0.334078212290503	0.296197403554001	0.299099761161124	0.323868202518082	0.271234376425509	0.242247697801165	0.280859916782247	0.22102401449932	0.257564841498559	0.204679457182967	0.203925452417394	0.204299099761161	0	0.199585179598378	0.213460293981695	0.207961693737677	0.217441083866043	0.286632510479739	0.365969206474536	0.322772657450077	0.347294938917976	0.307226636398033	0.329877112135177	0.348362556823453	0.331892501409509	0.351593904833131	0.35007735007735	0.338076368876081	0.329814342919549	0.29679094787609	0.340635466642527	0.392094109506098	0.337347165616895	0.325381414701803	0.333270178097764	0.303613158367787	0.307606885063853	0.319843109288643
P18.D7	0.31310818546079	0.297103613018812	0.342703294697454	0.279175507729615	0.307916181606519	0.297617926748894	0.328992072480181	0.292307692307692	0.289221970219899	0.292727800910235	0.313960007475238	0.31627372052904	0.312020211835584	0.30080676142912	0.290217495448884	0.314418604651163	0.245433789954338	0.221034042970666	0.245602958419771	0.218968448894767	0.183106522759268	0.196170379054318	0.213360855695252	0.203219315895372	0.199585179598378	0	0.140239197530864	0.153695353852186	0.149920255183413	0.279992222438266	0.345244242486833	0.280425403832648	0.338479702116066	0.277289341104416	0.265977726497442	0.293707647628267	0.309722358481311	0.315964090554255	0.304174573055028	0.338714218676678	0.322326596451276	0.272428142843318	0.335157576901302	0.334233261339093	0.299313810766406	0.291530001929385	0.295141980805382	0.276013861571603	0.288403977985903	0.280527439873712
GCA.015561385.1.ASM1556138v1	0.30265619154508	0.30194013844204	0.357571415778633	0.304640348273474	0.292641186537365	0.289631612962792	0.343512863224135	0.28468554968795	0.310984445947251	0.305874537344595	0.322214076246334	0.323938369034198	0.290543757737358	0.302767840331388	0.284681130834977	0.312226277372263	0.25480320835665	0.239257906373162	0.237850756838099	0.215450166728418	0.226138978370916	0.184951177484204	0.224696356275304	0.202967972198741	0.213460293981695	0.140239197530864	0	0.135228582404917	0.131810193321617	0.289634146341463	0.3601536439907	0.29370148373784	0.321272613849033	0.265460176134714	0.298221479807409	0.309108159392789	0.292127270979525	0.315547905909352	0.322976744186046	0.329222273354809	0.332775141873663	0.273261879920326	0.33179126572909	0.352057940293234	0.305863408165198	0.303706505295008	0.324222157603955	0.31441168365941	0.297246143654774	0.294471263320885
GCA.015549745.1.ASM1554974v1	0.312559376781303	0.288673075017342	0.347695664030543	0.283371894175636	0.310085007727975	0.305578996718237	0.328007518796992	0.300419553127134	0.289347079037801	0.285893356474785	0.329611018053229	0.303683909142966	0.30062893081761	0.291889824024484	0.271825207518367	0.318139707244766	0.240431981811292	0.233759890592947	0.259006378582338	0.207902163687676	0.239742031965604	0.211089494163424	0.222575219585124	0.208090831027574	0.207961693737677	0.153695353852186	0.135228582404917	0	0.128622469233823	0.282284607938045	0.337925362393338	0.285985416042353	0.339846223428313	0.269597718107603	0.297972230546399	0.316367842683632	0.298427273615317	0.319471434123591	0.30952380952381	0.340872978783064	0.322498346404611	0.278789630914523	0.346551400112761	0.363391896737182	0.311134635742469	0.309317963496638	0.312383016451581	0.312191026956441	0.2883376598404	0.302691205030981
GCA.001578575.1.ASM157857v1	0.288528389339513	0.283539965729261	0.342442987720432	0.271927131306929	0.278727165586329	0.309957122439257	0.317478510028653	0.283659093164004	0.280479281078382	0.28889324576022	0.324130105900151	0.307916181606519	0.280668962124939	0.304297102858254	0.280186208903113	0.314194277108434	0.259772771037936	0.240886063375385	0.241127634339932	0.221414913957935	0.242093266217115	0.219584569732938	0.225408279529054	0.212103578702357	0.217441083866043	0.149920255183413	0.131810193321617	0.128622469233823	0	0.286220472440945	0.328659621220048	0.277918910679809	0.316490583371612	0.285585675702711	0.285438471700031	0.315562524500196	0.306049468560644	0.308437067773167	0.300172844248128	0.324722195840061	0.322961682512244	0.294405799941217	0.342818945760122	0.359548516293464	0.313961451912729	0.31015625	0.299669371806432	0.323855558714814	0.302707457726517	0.296626890914216
