iso1	iso2	tree_dist	bray_curtis	comp	host.iso1	sample.iso1	taxonomy_Species.iso1	host.iso2	sample.iso2	taxonomy_Species.iso2
GCA.015670595.1.ASM1567059v1	GCA.003470645.1.ASM347064v1	0.07334358209064253	0.32386363636363635	GCA.015670595.1.ASM1567059v1_GCA.003470645.1.ASM347064v1	human	SAMN15532799	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.015558885.1.ASM1555888v1	GCA.003470645.1.ASM347064v1	0.06989581372881436	0.33217993079584773	GCA.015558885.1.ASM1555888v1_GCA.003470645.1.ASM347064v1	human	SAMN15533222	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.003463955.1.ASM346395v1	GCA.003470645.1.ASM347064v1	0.07111832610421005	0.32013753368646036	GCA.003463955.1.ASM346395v1_GCA.003470645.1.ASM347064v1	human	SAMN09736619	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.000178275.1.ASM17827v1	GCA.003470645.1.ASM347064v1	0.06937152129687704	0.32284328972646603	GCA.000178275.1.ASM17827v1_GCA.003470645.1.ASM347064v1	human	SAMN00008359	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
P18.D7	GCA.003470645.1.ASM347064v1	0.06529297555476925	0.31310818546078995	P18.D7_GCA.003470645.1.ASM347064v1	bonobo	COL_Bonobo08	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.015561385.1.ASM1556138v1	GCA.003470645.1.ASM347064v1	0.07284115907601009	0.30265619154508044	GCA.015561385.1.ASM1556138v1_GCA.003470645.1.ASM347064v1	human	SAMN15532898	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.015549745.1.ASM1554974v1	GCA.003470645.1.ASM347064v1	0.07326309710058101	0.31255937678130347	GCA.015549745.1.ASM1554974v1_GCA.003470645.1.ASM347064v1	human	SAMN15532785	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.001578575.1.ASM157857v1	GCA.003470645.1.ASM347064v1	0.07325657368835325	0.2885283893395133	GCA.001578575.1.ASM157857v1_GCA.003470645.1.ASM347064v1	human	SAMN03956448	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.003465985.1.ASM346598v1	GCA.003470645.1.ASM347064v1	0.04586886864322665	0.28011310084825636	GCA.003465985.1.ASM346598v1_GCA.003470645.1.ASM347064v1	human	SAMN09734182	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.015550165.1.ASM1555016v1	GCA.003470645.1.ASM347064v1	0.08552340204288643	0.35205356250624564	GCA.015550165.1.ASM1555016v1_GCA.003470645.1.ASM347064v1	human	SAMN15532581	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.015552295.1.ASM1555229v1	GCA.003470645.1.ASM347064v1	0.046669902901532605	0.26809833835390146	GCA.015552295.1.ASM1555229v1_GCA.003470645.1.ASM347064v1	human	SAMN15654963	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.015554165.1.ASM1555416v1	GCA.003470645.1.ASM347064v1	0.04612238645823713	0.2843405381561535	GCA.015554165.1.ASM1555416v1_GCA.003470645.1.ASM347064v1	human	SAMN15532458	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.003466305.1.ASM346630v1	GCA.003470645.1.ASM347064v1	0.04704756061603271	0.261606202737628	GCA.003466305.1.ASM346630v1_GCA.003470645.1.ASM347064v1	human	SAMN09737003	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.015548325.1.ASM1554832v1	GCA.003470645.1.ASM347064v1	0.04760781333721497	0.2638227577494898	GCA.015548325.1.ASM1554832v1_GCA.003470645.1.ASM347064v1	human	SAMN15532671	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.003465275.1.ASM346527v1	GCA.003470645.1.ASM347064v1	0.050620032994985	0.2881546836868782	GCA.003465275.1.ASM346527v1_GCA.003470645.1.ASM347064v1	human	SAMN09734245	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.009734165.1.ASM973416v1	GCA.003470645.1.ASM347064v1	0.0528519713701213	0.2836360178758201	GCA.009734165.1.ASM973416v1_GCA.003470645.1.ASM347064v1	human	SAMN11056448	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.004167785.1.ASM416778v1	GCA.003470645.1.ASM347064v1	0.04802316561664036	0.28811956110480513	GCA.004167785.1.ASM416778v1_GCA.003470645.1.ASM347064v1	human	SAMN10239570	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.015547705.1.ASM1554770v1	GCA.003470645.1.ASM347064v1	0.04217027553982153	0.2864506627393225	GCA.015547705.1.ASM1554770v1_GCA.003470645.1.ASM347064v1	human	SAMN15532418	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.015558455.1.ASM1555845v1	GCA.003470645.1.ASM347064v1	0.049047831604114245	0.2582202386373987	GCA.015558455.1.ASM1555845v1_GCA.003470645.1.ASM347064v1	human	SAMN15532609	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.003459425.1.ASM345942v1	GCA.003470645.1.ASM347064v1	0.04778779400911222	0.3055325416551597	GCA.003459425.1.ASM345942v1_GCA.003470645.1.ASM347064v1	human	SAMN09734417	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.015554685.1.ASM1555468v1	GCA.003470645.1.ASM347064v1	0.05347722294911909	0.28929342216383597	GCA.015554685.1.ASM1555468v1_GCA.003470645.1.ASM347064v1	human	SAMN15533044	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.015550025.1.ASM1555002v1	GCA.003470645.1.ASM347064v1	0.04971488277248329	0.3208203625709577	GCA.015550025.1.ASM1555002v1_GCA.003470645.1.ASM347064v1	human	SAMN15532462	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.015556825.1.ASM1555682v1	GCA.003470645.1.ASM347064v1	0.05105261735002957	0.3454004896817069	GCA.015556825.1.ASM1555682v1_GCA.003470645.1.ASM347064v1	human	SAMN15533245	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.015557585.1.ASM1555758v1	GCA.003470645.1.ASM347064v1	0.05182076240586511	0.301846125011714	GCA.015557585.1.ASM1555758v1_GCA.003470645.1.ASM347064v1	human	SAMN15532696	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.015555775.1.ASM1555577v1	GCA.003470645.1.ASM347064v1	0.05293948386268027	0.2993451824134705	GCA.015555775.1.ASM1555577v1_GCA.003470645.1.ASM347064v1	human	SAMN15532906	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.900095495.1.B.ovatus.V975	GCA.003470645.1.ASM347064v1	0.05222986589163175	0.300354711916403	GCA.900095495.1.B.ovatus.V975_GCA.003470645.1.ASM347064v1	human	SAMEA4392618	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.015548155.1.ASM1554815v1	GCA.003470645.1.ASM347064v1	0.051500378459674936	0.3060630851740751	GCA.015548155.1.ASM1554815v1_GCA.003470645.1.ASM347064v1	human	SAMN15533153	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.015552205.1.ASM1555220v1	GCA.003470645.1.ASM347064v1	0.05140682228105458	0.28508566613612957	GCA.015552205.1.ASM1555220v1_GCA.003470645.1.ASM347064v1	human	SAMN15533082	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.003363235.1.ASM336323v1	GCA.003470645.1.ASM347064v1	0.009200270618950278	0.1381952582709817	GCA.003363235.1.ASM336323v1_GCA.003470645.1.ASM347064v1	human	SAMN09729824	Bacteroides_ovatus	human	SAMN09734853	Bacteroides_ovatus
GCA.003474465.1.ASM347446v1	GCA.015831805.1.ASM1583180v1	0.007065101207322459	0.18900977318827217	GCA.003474465.1.ASM347446v1_GCA.015831805.1.ASM1583180v1	human	SAMN09734718	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.003612665.1.ASM361266v1	GCA.015831805.1.ASM1583180v1	0.0074129598957418386	0.09421622726343756	GCA.003612665.1.ASM361266v1_GCA.015831805.1.ASM1583180v1	mouse	SAMN10024786	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.003439865.1.ASM343986v1	GCA.015831805.1.ASM1583180v1	0.009352759125618247	0.14033539276257723	GCA.003439865.1.ASM343986v1_GCA.015831805.1.ASM1583180v1	human	SAMN09736714	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.013361135.1.ASM1336113v1	GCA.015831805.1.ASM1583180v1	0.030224600132099617	0.23996194100856327	GCA.013361135.1.ASM1336113v1_GCA.015831805.1.ASM1583180v1	human	SAMN14408544	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.005844895.1.ASM584489v1	GCA.015831805.1.ASM1583180v1	0.03052697962771433	0.23433476394849787	GCA.005844895.1.ASM584489v1_GCA.015831805.1.ASM1583180v1	human	SAMN10863225	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.001405735.1.14207.7.66	GCA.015831805.1.ASM1583180v1	0.03175353575558761	0.2046760451753517	GCA.001405735.1.14207.7.66_GCA.015831805.1.ASM1583180v1	human	SAMEA3545406	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.003458305.1.ASM345830v1	GCA.015831805.1.ASM1583180v1	0.03141304910002987	0.19322033898305085	GCA.003458305.1.ASM345830v1_GCA.015831805.1.ASM1583180v1	human	SAMN09734511	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.003472085.1.ASM347208v1	GCA.015831805.1.ASM1583180v1	0.031562416758658375	0.2100626468285043	GCA.003472085.1.ASM347208v1_GCA.015831805.1.ASM1583180v1	human	SAMN09734812	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.003472925.1.ASM347292v1	GCA.015831805.1.ASM1583180v1	0.03079954533403138	0.2367104145028798	GCA.003472925.1.ASM347292v1_GCA.015831805.1.ASM1583180v1	human	SAMN09734702	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.003468975.1.ASM346897v1	GCA.015831805.1.ASM1583180v1	0.030856085994275965	0.21708805579773321	GCA.003468975.1.ASM346897v1_GCA.015831805.1.ASM1583180v1	human	SAMN09736408	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.005844955.1.ASM584495v1	GCA.015831805.1.ASM1583180v1	0.03152095542773265	0.20333988212180745	GCA.005844955.1.ASM584495v1_GCA.015831805.1.ASM1583180v1	human	SAMN10863220	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.005844935.1.ASM584493v1	GCA.015831805.1.ASM1583180v1	0.03111445143171057	0.21580429084554897	GCA.005844935.1.ASM584493v1_GCA.015831805.1.ASM1583180v1	human	SAMN10863221	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015557725.1.ASM1555772v1	GCA.015831805.1.ASM1583180v1	0.0440403878378696	0.3009877977919814	GCA.015557725.1.ASM1555772v1_GCA.015831805.1.ASM1583180v1	human	SAMN15532753	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.000699665.1.ASM69966v1	GCA.015831805.1.ASM1583180v1	0.04596324364686505	0.34129147476266564	GCA.000699665.1.ASM69966v1_GCA.015831805.1.ASM1583180v1	human	SAMN02370948	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015550085.1.ASM1555008v1	GCA.015831805.1.ASM1583180v1	0.07613177260973128	0.33698682818959713	GCA.015550085.1.ASM1555008v1_GCA.015831805.1.ASM1583180v1	human	SAMN15532582	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015548845.1.ASM1554884v1	GCA.015831805.1.ASM1583180v1	0.07446420171851434	0.29379091450109107	GCA.015548845.1.ASM1554884v1_GCA.015831805.1.ASM1583180v1	human	SAMN15533334	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015554355.1.ASM1555435v1	GCA.015831805.1.ASM1583180v1	0.064743940613145	0.34967201166180756	GCA.015554355.1.ASM1555435v1_GCA.015831805.1.ASM1583180v1	human	SAMN15532999	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015555955.1.ASM1555595v1	GCA.015831805.1.ASM1583180v1	0.06930509636915662	0.3317422434367542	GCA.015555955.1.ASM1555595v1_GCA.015831805.1.ASM1583180v1	human	SAMN15532494	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015552185.1.ASM1555218v1	GCA.015831805.1.ASM1583180v1	0.06891182874018852	0.3349772382397572	GCA.015552185.1.ASM1555218v1_GCA.015831805.1.ASM1583180v1	human	SAMN15533080	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015670595.1.ASM1567059v1	GCA.015831805.1.ASM1583180v1	0.07738066292623781	0.3234567901234568	GCA.015670595.1.ASM1567059v1_GCA.015831805.1.ASM1583180v1	human	SAMN15532799	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015558885.1.ASM1555888v1	GCA.015831805.1.ASM1583180v1	0.07393289456440964	0.34199298378685883	GCA.015558885.1.ASM1555888v1_GCA.015831805.1.ASM1583180v1	human	SAMN15533222	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.003463955.1.ASM346395v1	GCA.015831805.1.ASM1583180v1	0.07515540693980534	0.3344954483827232	GCA.003463955.1.ASM346395v1_GCA.015831805.1.ASM1583180v1	human	SAMN09736619	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.000178275.1.ASM17827v1	GCA.015831805.1.ASM1583180v1	0.07340860213247233	0.3237423780487805	GCA.000178275.1.ASM17827v1_GCA.015831805.1.ASM1583180v1	human	SAMN00008359	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
P18.D7	GCA.015831805.1.ASM1583180v1	0.06933005639036453	0.2971036130188116	P18.D7_GCA.015831805.1.ASM1583180v1	bonobo	COL_Bonobo08	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015561385.1.ASM1556138v1	GCA.015831805.1.ASM1583180v1	0.07687823991160538	0.3019401384420396	GCA.015561385.1.ASM1556138v1_GCA.015831805.1.ASM1583180v1	human	SAMN15532898	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015549745.1.ASM1554974v1	GCA.015831805.1.ASM1583180v1	0.0773001779361763	0.2886730750173422	GCA.015549745.1.ASM1554974v1_GCA.015831805.1.ASM1583180v1	human	SAMN15532785	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.001578575.1.ASM157857v1	GCA.015831805.1.ASM1583180v1	0.07729365452394854	0.28353996572926116	GCA.001578575.1.ASM157857v1_GCA.015831805.1.ASM1583180v1	human	SAMN03956448	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.003465985.1.ASM346598v1	GCA.015831805.1.ASM1583180v1	0.04990594947882194	0.28707616707616707	GCA.003465985.1.ASM346598v1_GCA.015831805.1.ASM1583180v1	human	SAMN09734182	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015550165.1.ASM1555016v1	GCA.015831805.1.ASM1583180v1	0.08956048287848171	0.3165482657751776	GCA.015550165.1.ASM1555016v1_GCA.015831805.1.ASM1583180v1	human	SAMN15532581	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015552295.1.ASM1555229v1	GCA.015831805.1.ASM1583180v1	0.05070698373712789	0.24594155844155843	GCA.015552295.1.ASM1555229v1_GCA.015831805.1.ASM1583180v1	human	SAMN15654963	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015554165.1.ASM1555416v1	GCA.015831805.1.ASM1583180v1	0.050159467293832416	0.2959633027522936	GCA.015554165.1.ASM1555416v1_GCA.015831805.1.ASM1583180v1	human	SAMN15532458	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.003466305.1.ASM346630v1	GCA.015831805.1.ASM1583180v1	0.051084641451628	0.25329604474630446	GCA.003466305.1.ASM346630v1_GCA.015831805.1.ASM1583180v1	human	SAMN09737003	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015548325.1.ASM1554832v1	GCA.015831805.1.ASM1583180v1	0.051644894172810256	0.24310064935064934	GCA.015548325.1.ASM1554832v1_GCA.015831805.1.ASM1583180v1	human	SAMN15532671	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.003465275.1.ASM346527v1	GCA.015831805.1.ASM1583180v1	0.054657113830580285	0.2778158332517859	GCA.003465275.1.ASM346527v1_GCA.015831805.1.ASM1583180v1	human	SAMN09734245	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.009734165.1.ASM973416v1	GCA.015831805.1.ASM1583180v1	0.056889052205716585	0.2582820868875223	GCA.009734165.1.ASM973416v1_GCA.015831805.1.ASM1583180v1	human	SAMN11056448	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.004167785.1.ASM416778v1	GCA.015831805.1.ASM1583180v1	0.05206024645223565	0.2684226102397159	GCA.004167785.1.ASM416778v1_GCA.015831805.1.ASM1583180v1	human	SAMN10239570	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015547705.1.ASM1554770v1	GCA.015831805.1.ASM1583180v1	0.046207356375416814	0.27337232716463705	GCA.015547705.1.ASM1554770v1_GCA.015831805.1.ASM1583180v1	human	SAMN15532418	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015558455.1.ASM1555845v1	GCA.015831805.1.ASM1583180v1	0.05308491243970953	0.27503793626707135	GCA.015558455.1.ASM1555845v1_GCA.015831805.1.ASM1583180v1	human	SAMN15532609	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.003459425.1.ASM345942v1	GCA.015831805.1.ASM1583180v1	0.05182487484470752	0.29842731108553894	GCA.003459425.1.ASM345942v1_GCA.015831805.1.ASM1583180v1	human	SAMN09734417	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015554685.1.ASM1555468v1	GCA.015831805.1.ASM1583180v1	0.05751430378471438	0.2672666797104285	GCA.015554685.1.ASM1555468v1_GCA.015831805.1.ASM1583180v1	human	SAMN15533044	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015550025.1.ASM1555002v1	GCA.015831805.1.ASM1583180v1	0.05375196360807857	0.3136263945837704	GCA.015550025.1.ASM1555002v1_GCA.015831805.1.ASM1583180v1	human	SAMN15532462	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015556825.1.ASM1555682v1	GCA.015831805.1.ASM1583180v1	0.05508969818562486	0.34224161439869105	GCA.015556825.1.ASM1555682v1_GCA.015831805.1.ASM1583180v1	human	SAMN15533245	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015557585.1.ASM1555758v1	GCA.015831805.1.ASM1583180v1	0.05585784324146041	0.2946463462289957	GCA.015557585.1.ASM1555758v1_GCA.015831805.1.ASM1583180v1	human	SAMN15532696	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015555775.1.ASM1555577v1	GCA.015831805.1.ASM1583180v1	0.05697656469827557	0.28951730862993663	GCA.015555775.1.ASM1555577v1_GCA.015831805.1.ASM1583180v1	human	SAMN15532906	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.900095495.1.B.ovatus.V975	GCA.015831805.1.ASM1583180v1	0.05626694672722705	0.2699079631852741	GCA.900095495.1.B.ovatus.V975_GCA.015831805.1.ASM1583180v1	human	SAMEA4392618	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015548155.1.ASM1554815v1	GCA.015831805.1.ASM1583180v1	0.05553745929527023	0.28601173575619915	GCA.015548155.1.ASM1554815v1_GCA.015831805.1.ASM1583180v1	human	SAMN15533153	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.015552205.1.ASM1555220v1	GCA.015831805.1.ASM1583180v1	0.05544390311664987	0.259613507710326	GCA.015552205.1.ASM1555220v1_GCA.015831805.1.ASM1583180v1	human	SAMN15533082	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.003363235.1.ASM336323v1	GCA.015831805.1.ASM1583180v1	0.013237351454545566	0.18558829048601988	GCA.003363235.1.ASM336323v1_GCA.015831805.1.ASM1583180v1	human	SAMN09729824	Bacteroides_ovatus	chicken	SAMN15915570	Bacteroides_ovatus
GCA.003612665.1.ASM361266v1	GCA.003474465.1.ASM347446v1	0.0031824687497228484	0.15968586387434555	GCA.003612665.1.ASM361266v1_GCA.003474465.1.ASM347446v1	mouse	SAMN10024786	Bacteroides_ovatus	human	SAMN09734718	Bacteroides_ovatus
GCA.003439865.1.ASM343986v1	GCA.003474465.1.ASM347446v1	0.006125197013475289	0.20572611866390564	GCA.003439865.1.ASM343986v1_GCA.003474465.1.ASM347446v1	human	SAMN09736714	Bacteroides_ovatus	human	SAMN09734718	Bacteroides_ovatus
GCA.013361135.1.ASM1336113v1	GCA.003474465.1.ASM347446v1	0.02699703801995666	0.27828371278458847	GCA.013361135.1.ASM1336113v1_GCA.003474465.1.ASM347446v1	human	SAMN14408544	Bacteroides_ovatus	human	SAMN09734718	Bacteroides_ovatus
GCA.005844895.1.ASM584489v1	GCA.003474465.1.ASM347446v1	0.027299417515571373	0.29530495831505044	GCA.005844895.1.ASM584489v1_GCA.003474465.1.ASM347446v1	human	SAMN10863225	Bacteroides_ovatus	human	SAMN09734718	Bacteroides_ovatus
