isolate	sample	host_site	site	host	genus_sp	classification	taxonomy_Genus	taxonomy_Species	Completeness	Contamination	GC	GC std	Genome.size	# ambiguous bases	# scaffolds	# contigs	Longest scaffold	Longest contig	N50 (scaffolds)	N50 (contigs)	Mean scaffold length	Mean contig length	Coding density	Translation table	predicted.genes	percent_mapped	coverage_mean	coverage_std	dataset	isolation_source	infection_status	included_analysis	isolate_old
GCA.000965785.1.ASM96578v1	SAMN03420872	human_Russia: Saint Petersburg	Russia: Saint Petersburg	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0.1239157372986369	0.4318763356096438	0	5282232	0	1	1	5282232	5282232	5282232	5282232	5282232	5282232	0.8884284143521148	11	4392	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_000965785.1_ASM96578v1
GCA.000009925.1.ASM992v1	SAMD00061068	missing_missing	missing	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.43204299010165714	0.06834557333376187	5310990	0	2	2	5277274	5277274	5277274	5277274	2655495	2655495	0.8885366005208069	11	4416	NA	NA	NA	ncbi_genomes	blood	FALSE	1	GCA_000009925.1_ASM992v1
GCA.016889925.1.ASM1688992v1	SAMN16357367	missing_USA:MD	USA:MD	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	1.0223048327137547	0.432061685620977	0.003582286921806746	5248938	0	2	2	5150703	5150703	5150703	5150703	2624469	2624469	0.8902844727828754	11	4410	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_016889925.1_ASM1688992v1
GCA.000724795.2.ASM72479v2	SAMN02892979	human_Denmark: Odense	Denmark: Odense	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0.37174721189591076	0.4334684666247798	0.02144916018110467	5155157	0	3	3	5141257	5141257	5141257	5141257	1718385.6666666667	1718385.6666666667	0.8916486927556232	11	4223	NA	NA	NA	ncbi_genomes	blood	FALSE	1	GCA_000724795.2_ASM72479v2
GCA.001682215.1.ASM168221v1	SAMN03921941	human_Hungary: Szeged	Hungary: Szeged	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.43154505702351686	0	4902215	1	1	1	4902215	4902214	4902215	4902214	4902215	4902214	0.8908687195482042	11	3977	NA	NA	NA	ncbi_genomes	missing	TRUE	1	GCA_001682215.1_ASM168221v1
GCA.001997325.1.ASM199732v1	SAMN05721783	missing_missing	missing	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.4309349662771614	0.047380505924653225	5210800	88	58	59	600562	600560	272812	207817	89841.37931034483	88317.15254237287	0.894567628771014	11	4361	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_001997325.1_ASM199732v1
GCA.016623685.1.ASM1662368v1	SAMN16357194	missing_USA:VA	USA:VA	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.43041107934896394	0.07654980387954947	5293163	0	4	4	5113356	5113356	5113356	5113356	1323290.75	1323290.75	0.888932383151624	11	4425	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_016623685.1_ASM1662368v1
GCA.014893755.1.ASM1489375v1	SAMN14845370	human_United Kingdom	United Kingdom	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.4337657002566348	0.0558755919147448	5141158	0	6	6	4986460	4986460	4986460	4986460	856859.6666666666	856859.6666666666	0.8911778241400089	11	4268	NA	NA	NA	ncbi_genomes	sewage	FALSE	1	GCA_014893755.1_ASM1489375v1
GCA.001695355.1.ASM169535v1	SAMN03921828	human_France: Paris	France: Paris	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis_A	Bacteroides	Bacteroides_fragilis_A	99.25650557620818	0.7434944237918215	0.43346364332221754	0.006916868331055224	5238818	0	5	5	1761355	1761355	1423726	1423726	1047763.6	1047763.6	0.8907948319640041	11	4386	NA	NA	NA	ncbi_genomes	missing	TRUE	1	GCA_001695355.1_ASM169535v1
GCA.000269525.1.PB.Bact.frag.CL05T00C42.V1	SAMN02463923	human_not determined	not determined	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.4348880429124973	0.03812365283702221	5300647	0	12	12	1406492	1406492	1275491	1275491	441720.5833333333	441720.5833333333	0.8898102439192801	11	4427	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_000269525.1_PB_Bact_frag_CL05T00C42_V1
GCA.007896795.1.ASM789679v1	SAMN12414700	human_USA: NH, DHMC	USA: NH, DHMC	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0.1239157372986369	0.4332469126379465	0.03398380191636574	5253757	0	26	26	1573133	1573133	600021	600021	202067.57692307694	202067.57692307694	0.8937341411108279	11	4464	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_007896795.1_ASM789679v1
GCA.007896675.1.ASM789667v1	SAMN12414676	human_USA: NH, DHMC	USA: NH, DHMC	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.4351348972642646	0.048504649938359755	5260633	0	47	47	754196	754196	581360	581360	111928.36170212766	111928.36170212766	0.8952437853011225	11	4391	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_007896675.1_ASM789667v1
GCA.007896685.1.ASM789668v1	SAMN12414675	human_USA: NH, DHMC	USA: NH, DHMC	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.4351543821055744	0.04792927335181764	5259515	0	49	49	960932	960932	581360	581360	107337.04081632652	107337.04081632652	0.8953451031131198	11	4391	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_007896685.1_ASM789668v1
GCA.000263115.1.Bact.frag.CL07T00C01.V1	SAMN02463925	human_not determined	not determined	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.4361572406313444	0.03234312357681323	5423654	9430	9	24	3868655	1356635	3868655	579074	602628.2222222222	225592.66666666666	0.8908234190455364	11	4591	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_000263115.1_Bact_frag_CL07T00C01_V1
GCA.000598945.1.ASM59894v1	SAMN02314545	human_missing	missing	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.4323611392149929	0.0366737285403165	5050706	0	31	31	798787	798787	565709	565709	162926	162926	0.8927759802292986	11	4183	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_000598945.1_ASM59894v1
GCA.009025695.1.ASM902569v1	SAMN12414695	human_USA: NH, DHMC	USA: NH, DHMC	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0.3965303593556382	0.4332286538090952	0.04056320394636571	5235981	0	54	54	987079	987079	558150	558150	96962.61111111111	96962.61111111111	0.895009741250016	11	4392	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009025695.1_ASM902569v1
GCA.000601115.1.ASM60111v1	SAMN02314522	human_missing	missing	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	1.6728624535315986	0.4324055521591752	0.03575913416030497	5093658	0	36	36	1383888	1383888	544932	544932	141490.5	141490.5	0.8932845511025671	11	4220	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_000601115.1_ASM60111v1
GCA.009025495.1.ASM902549v1	SAMN12414701	human_USA: NH, DHMC	USA: NH, DHMC	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0.1239157372986369	0.4332789558306462	0.04446879438908116	5276079	0	53	53	1226009	1226009	527045	527045	99548.6603773585	99548.6603773585	0.8921117367651242	11	4485	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009025495.1_ASM902549v1
GCA.003469705.1.ASM346970v1	SAMN09736329	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0.1239157372986369	0.43220388548733296	0.01624240056282764	5112303	100	25	35	1059671	1059671	566397	518766	204492.12	146062.94285714286	0.896362559104967	11	4240	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003469705.1_ASM346970v1
GCA.004167855.1.ASM416785v1	SAMN10239568	human_USA: Cambridge	USA: Cambridge	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.4328225733076219	0.03946444201091282	5209622	0	36	36	1066996	1066996	515154	515154	144711.72222222222	144711.72222222222	0.8967065172866668	11	4369	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_004167855.1_ASM416785v1
GCA.003439285.1.ASM343928v1	SAMN09736767	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.4332569841470233	0.039074171168286716	4990390	160	40	56	1041720	1018539	494060	494060	124759.75	89111.25	0.8928356300810157	11	4124	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003439285.1_ASM343928v1
GCA.007896745.1.ASM789674v1	SAMN12414696	human_USA: NH, DHMC	USA: NH, DHMC	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.4331757049675359	0.03705354167099895	5217758	0	33	33	987079	987079	488392	488392	158113.87878787878	158113.87878787878	0.8957891492859577	11	4366	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_007896745.1_ASM789674v1
GCA.009025705.1.ASM902570v1	SAMN12414697	human_USA: NH, DHMC	USA: NH, DHMC	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0.020652622883106153	0.43327113106687415	0.044115747217942904	5224890	0	42	42	987079	987079	479474	479474	124402.14285714286	124402.14285714286	0.8952245884602356	11	4380	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009025705.1_ASM902570v1
GCA.000273155.1.Bact.frag.CL07T12C05.V1	SAMN02463926	human_not determined	not determined	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.4362033115742675	0.041058842263193486	5444546	14319	11	35	3416594	984935	3416594	458158	494958.7272727273	155149.34285714285	0.8879761508122073	11	4600	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_000273155.1_Bact_frag_CL07T12C05_V1
GCA.003464385.1.ASM346438v1	SAMN09734276	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.4329334274834362	0.044374253657747394	5170789	322	45	66	951093	951093	422021	422021	114906.42222222222	78340.40909090909	0.8941505832088681	11	4305	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003464385.1_ASM346438v1
GCA.000273765.1.Bact.frag.CL05T00C42.V1	SAMN02463923	human_not determined	not determined	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.43487101603662226	0.0037614816837776466	5290489	11073	5	25	2641955	1366195	1366195	416418	1058097.8	211176.64	0.8884405581412229	11	4421	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_000273765.1_Bact_frag_CL05T00C42_V1
GCA.007896575.1.ASM789657v1	SAMN12414677	human_USA: NH, DHMC	USA: NH, DHMC	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0.37174721189591076	0.4335381940917484	0.059153015063241304	5601691	0	83	83	824632	824632	415978	415978	67490.2530120482	67490.2530120482	0.8899302014338171	11	4820	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_007896575.1_ASM789657v1
GCA.007896605.1.ASM789660v1	SAMN12414679	human_USA: NH, DHMC	USA: NH, DHMC	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0.37174721189591076	0.43354315689420186	0.05979265403532678	5601214	0	81	81	824632	824632	415978	415978	69150.79012345678	69150.79012345678	0.8899858137896535	11	4813	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_007896605.1_ASM789660v1
GCA.014042415.1.ASM1404241v1	SAMN15648898	human_Kazakhstan: Nur-Sultan	Kazakhstan: Nur-Sultan	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.43401578098941096	0.030223237834296125	5236934	0	32	32	723807	723807	407555	407555	163654.1875	163654.1875	0.8941038783379741	11	4401	NA	NA	NA	ncbi_genomes	purulent	FALSE	1	GCA_014042415.1_ASM1404241v1
GCA.009024655.1.ASM902465v1	SAMN12414678	human_USA: NH, DHMC	USA: NH, DHMC	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0.37174721189591076	0.4335848860372934	0.058708543229117255	5615258	0	101	101	824632	824632	405616	405616	55596.61386138614	55596.61386138614	0.8892072278780423	11	4833	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009024655.1_ASM902465v1
GCA.000598765.2.ASM59876v2	SAMN02315069	human_missing	missing	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	98.88475836431226	1.486988847583643	0.4324000985659303	0.036824087070509035	4955059	0	40	40	896013	896013	398504	398504	123876.475	123876.475	0.8920583993046298	11	4051	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_000598765.2_ASM59876v2
GCA.014042465.1.ASM1404246v1	SAMN15648897	human_Kazakhstan: Nur-Sultan	Kazakhstan: Nur-Sultan	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.43135690123625153	0.025069919401053575	5242965	100	36	37	624044	624044	397964	397964	145637.91666666666	141699.05405405405	0.8914423422624412	11	4328	NA	NA	NA	ncbi_genomes	purulent	FALSE	1	GCA_014042465.1_ASM1404246v1
GCA.902374115.1.MGYG.HGUT.01337	SAMEA5850840	human_missing	missing	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	Bacteroides	Bacteroides_fragilis	99.25650557620818	0	0.4317244572032276	0.0054437549813105635	5116282	1200	5	17	3253542	716030	3253542	392151	1023256.4	300887.17647058825	0.8933500928994923	11	4218	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_902374115.1_MGYG-HGUT-01337
