isolate	sample	host_site	site	host	genus_sp	classification	taxonomy_Genus	taxonomy_Species	Completeness	Contamination	GC	GC std	Genome.size	# ambiguous bases	# scaffolds	# contigs	Longest scaffold	Longest contig	N50 (scaffolds)	N50 (contigs)	Mean scaffold length	Mean contig length	Coding density	Translation table	predicted.genes	percent_mapped	coverage_mean	coverage_std	dataset	isolation_source	infection_status	included_analysis	isolate_old
GCA.000154125.1.ASM15412v1	SAMN00627058	human_not determined	not determined	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.29881337648328	0.12135922330097088	0.4186376683017263	0.025175475129291774	6465369	2200	32	54	1147684	1147684	507553	426007	202042.78125	119688.31481481482	0.9060182025186807	11	4954	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_000154125.1_ASM15412v1
GCA.900107475.1.IMG.taxon.2693429857.annotated.assembly	SAMN05444282	missing_missing	missing	missing	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.12135922330097088	0.41852104992124933	0.027902392967287998	6373930	652	60	61	617802	617802	284654	284654	106232.16666666667	104479.96721311475	0.9098047829204274	11	4843	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_900107475.1_IMG-taxon_2693429857_annotated_assembly
GCA.000218325.1.Bact.ovat.3.8.47FAA.V1	SAMN02463791	human_not determined	not determined	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0	0.4196503653346436	0.028342144296657358	6549476	4244	25	42	932996	932996	484992	391682	261979.04	155838.85714285713	0.9094498552250593	11	5083	NA	NA	NA	ncbi_genomes	colon	FALSE	1	GCA_000218325.1_Bact_ovat_3_8_47FAA_V1
GCA.902374415.1.MGYG.HGUT.01378	SAMEA5850881	human_missing	missing	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0	0.4196503653346436	0.028342144296657358	6549476	4244	25	42	932996	932996	484992	391682	261979.04	155838.85714285713	0.9094498552250593	11	5083	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_902374415.1_MGYG-HGUT-01378
GCA.003465275.1.ASM346527v1	SAMN09734245	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0	0.4168909518707271	0.03687595547497885	6711558	237	43	59	770034	616543	424403	312740	156082.7441860465	113751.20338983051	0.9094173066819955	11	5228	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003465275.1_ASM346527v1
GCA.004167785.1.ASM416778v1	SAMN10239570	human_USA: Cambridge	USA: Cambridge	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.13700107874865	0	0.4175135537223113	0.06897127040554214	6705538	0	67	67	883066	883066	286232	286232	100082.65671641791	100082.65671641791	0.910613883628726	11	5178	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_004167785.1_ASM416778v1
GCA.005844885.1.ASM584488v1	SAMN10863229	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.040453074433656956	0.4186662753083333	0.04140049095437149	6855201	443	68	72	653378	653378	270469	270469	100811.7794117647	95204.97222222222	0.9065880052240627	11	5263	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_005844885.1_ASM584488v1
GCA.015552205.1.ASM1555220v1	SAMN15533082	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.040453074433656956	0.4186662753083333	0.04140049095437149	6855201	443	68	72	653378	653378	270469	270469	100811.7794117647	95204.97222222222	0.9065880052240627	11	5263	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015552205.1_ASM1555220v1
GCA.005844865.1.ASM584486v1	SAMN10863231	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.08090614886731391	0.4198818890986791	0.040646391208618654	6807789	458	64	69	793173	592850	305134	264688	106371.703125	98656.97101449275	0.9086107104670841	11	5285	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_005844865.1_ASM584486v1
GCA.015555775.1.ASM1555577v1	SAMN15532906	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.08090614886731391	0.41987018288051453	0.03531357964158062	6796641	619	64	70	793173	605381	281306	264688	106197.515625	97086.02857142857	0.9084116698233731	11	5272	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015555775.1_ASM1555577v1
GCA.015548325.1.ASM1554832v1	SAMN15532671	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0	0.41404282224008865	0.033203128986617515	6405945	395	47	51	906482	816234	266755	258937	136296.70212765958	125599.01960784313	0.9113648337598902	11	4873	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015548325.1_ASM1554832v1
GCA.000273195.1.Bact.ovat.CL02T12C04.V1	SAMN02463928	human_not determined	not determined	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.45577130528586834	0.42281721559849555	0.06527814468153914	7900580	19820	15	47	3602474	701634	1325018	258255	526705.3333333334	167675.74468085106	0.9000101258388624	11	6355	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_000273195.1_Bact_ovat_CL02T12C04_V1
GCA.003436085.1.ASM343608v1	SAMN09737014	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.10787486515641855	0.41758888915714576	0.025353444026365683	5592152	497	89	116	468787	468787	139363	127390	62833.168539325845	48203.9224137931	0.9029484534755136	11	4288	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003436085.1_ASM343608v1
GCA.000273215.1.Bact.ovat.CL03T12C18.V1	SAMN02463929	human_not determined	not determined	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.5258899676375405	0.4229957374716246	0.06696545006029253	7010996	38843	19	67	3664698	1008802	3664698	257534	368999.7894736842	104061.98507462686	0.8994047350761575	11	5489	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_000273215.1_Bact_ovat_CL03T12C18_V1
GCA.003472145.1.ASM347214v1	SAMN09734808	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.4045307443365696	0.4193484326748271	0.04532886219971257	6743313	679	90	127	550484	493419	245566	245193	74925.7	53091.606299212595	0.9105389294550024	11	5229	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003472145.1_ASM347214v1
GCA.005844755.1.ASM584475v1	SAMN10863236	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.040453074433656956	0.4188600454209077	0.02841005923699318	6751978	902	63	70	613978	512262	251883	242315	107174.25396825396	96443.94285714286	0.9071115160624043	11	5191	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_005844755.1_ASM584475v1
GCA.005845305.1.ASM584530v1	SAMN10863228	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.040453074433656956	0.41886534352085697	0.02843016485311718	6752440	652	63	70	536411	434696	248696	242315	107181.58730158731	96454.11428571428	0.9071451208748245	11	5191	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_005845305.1_ASM584530v1
GCA.015549705.1.ASM1554970v1	SAMN15533340	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.040453074433656956	0.41886534352085697	0.02843016485311718	6752440	652	63	70	536411	434696	248696	242315	107181.58730158731	96454.11428571428	0.9071451208748245	11	5191	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015549705.1_ASM1554970v1
GCA.015557585.1.ASM1555758v1	SAMN15532696	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.040453074433656956	0.42072688326020513	0.026051348420457827	6760310	490	64	69	785931	638584	264684	241425	105629.84375	97968.40579710146	0.9082426693450448	11	5244	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015557585.1_ASM1555758v1
GCA.015552295.1.ASM1555229v1	SAMN15654963	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	1.051779935275081	0.41774291481366	0.02574480292518684	6459519	197	48	50	1118932	1118932	260819	239901	134573.3125	129186.44	0.9140253322267494	11	4887	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015552295.1_ASM1555229v1
GCA.003458905.1.ASM345890v1	SAMN09734527	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	1.132686084142395	0.41894198183882436	0.05880510691689259	6998555	660	79	127	914298	647548	258841	223112	88589.30379746835	55101.535433070865	0.9062635072525685	11	5413	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003458905.1_ASM345890v1
GCA.003472085.1.ASM347208v1	SAMN09734812	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.4045307443365696	0.4189233503360231	0.046345970828245216	6761002	307	74	90	726101	726101	245566	222043	91364.8918918919	75118.83333333333	0.911078269167795	11	5244	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003472085.1_ASM347208v1
GCA.005844905.1.ASM584490v1	SAMN10863226	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.040453074433656956	0.41961465942315396	0.045317375598178375	7032212	1185	64	75	732593	543561	256365	210683	109878.3125	93747.02666666667	0.9052979347039025	11	5582	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_005844905.1_ASM584490v1
GCA.003470645.1.ASM347064v1	SAMN09734853	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.16181229773462782	0.420362932008537	0.03891262718753021	6969907	282	98	123	718874	718262	201471	201471	71121.5	56663.617886178865	0.9109378360428626	11	5419	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003470645.1_ASM347064v1
GCA.005845145.1.ASM584514v1	SAMN10863271	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.08090614886731391	0.4198883822778392	0.03611201196466771	6805031	556	71	77	793173	605381	202228	200227	95845.50704225352	88369.8051948052	0.9085567721881062	11	5280	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_005845145.1_ASM584514v1
GCA.015558645.1.ASM1555864v1	SAMN15532941	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0	0.4174772138683236	0.026202164354466314	6587756	745	59	66	679437	550055	270891	196384	111656.8813559322	99803.19696969698	0.908138826028165	11	5097	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015558645.1_ASM1555864v1
GCA.003459425.1.ASM345942v1	SAMN09734417	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.5258899676375405	0.41936972056175453	0.04849236534366801	6853285	1467	98	168	724573	723374	258152	192246	69931.47959183673	40784.630952380954	0.9047504955652654	11	5471	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003459425.1_ASM345942v1
GCA.015831795.1.ASM1583179v1	SAMN15915569	chicken_Canada: Lethbridge	Canada: Lethbridge	chicken	Gallus gallus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.032362459546925564	0.416396342315142	0.03306499593361627	6544927	1553	115	124	505642	505642	199430	190598	56912.40869565217	52769.145161290326	0.9128224042835008	11	4994	NA	NA	NA	ncbi_genomes	ceacum	FALSE	1	GCA_015831795.1_ASM1583179v1
GCA.003612665.1.ASM361266v1	SAMN10024786	mouse_China:Beijing	China:Beijing	mouse	Mus musculus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.4314994606256742	0.41811346186187265	0.03445731686177434	6457606	0	69	69	505524	505524	186819	186819	93588.49275362318	93588.49275362318	0.9147159179423459	11	4820	NA	NA	NA	ncbi_genomes	ceacum	FALSE	1	GCA_003612665.1_ASM361266v1
GCA.015548155.1.ASM1554815v1	SAMN15533153	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.040453074433656956	0.41962201401568366	0.04682749908892253	7032930	1664	66	78	732591	543562	229846	186782	106559.54545454546	90144.43589743589	0.9053680329535485	11	5594	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015548155.1_ASM1554815v1
GCA.015558455.1.ASM1555845v1	SAMN15532609	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.3505933117583603	0.42117774591384644	0.035675116452155535	7078201	885	77	86	656311	656311	241957	186582	91924.68831168831	82294.37209302325	0.9098611356190648	11	5569	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015558455.1_ASM1555845v1
GCA.003458305.1.ASM345830v1	SAMN09734511	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.32362459546925565	0.4171908280452673	0.03612170475380951	6566436	551	77	109	539653	482908	245640	184208	85278.38961038961	60237.477064220184	0.911325260765505	11	5057	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003458305.1_ASM345830v1
GCA.001405735.1.14207.7.66	SAMEA3545406	human_missing	missing	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.08306364617043	0.16181229773462782	0.41958692010642407	0.0313463139054307	6639065	4852	57	76	550181	522607	250684	183495	116474.82456140351	87292.27631578948	0.9076455796109844	11	5112	NA	NA	NA	ncbi_genomes	colon	FALSE	1	GCA_001405735.1_14207_7_66
GCA.003439865.1.ASM343986v1	SAMN09736714	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.16181229773462782	0.41937768975325	0.03966013734034154	6715460	160	80	96	440413	440413	183838	182242	83943.25	69951.04166666667	0.9104664460811321	11	5230	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003439865.1_ASM343986v1
GCA.003363235.1.ASM336323v1	SAMN09729824	human_China	China	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.24271844660194175	0.4198368830359713	0.04223464950940851	7229343	52	102	103	681572	681571	194947	182153	70875.91176470589	70187.29126213593	0.9085784143870335	11	5691	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003363235.1_ASM336323v1
GCA.003466305.1.ASM346630v1	SAMN09737003	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0	0.4186125584101165	0.043373666495143605	6594212	320	66	98	695659	695659	224965	181046	99912.30303030302	67284.61224489796	0.9095100369839489	11	5025	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003466305.1_ASM346630v1
GCA.003472965.1.ASM347296v1	SAMN09734810	human_China: Shenzhen	China: Shenzhen	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.4045307443365696	0.41934475666639226	0.04927158896736951	6742335	870	87	130	649020	550135	257773	180574	77498.10344827586	51857.42307692308	0.9106680400781035	11	5231	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003472965.1_ASM347296v1
GCA.015831805.1.ASM1583180v1	SAMN15915570	chicken_Canada: Lethbridge	Canada: Lethbridge	chicken	Gallus gallus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.05393743257820928	0.4165760186667357	0.03495511474385904	6566576	886	176	185	473656	473656	206721	171797	37310.09090909091	35490.21621621621	0.9118130971148434	11	5041	NA	NA	NA	ncbi_genomes	ceacum	FALSE	1	GCA_015831805.1_ASM1583180v1
GCA.015557725.1.ASM1555772v1	SAMN15532753	human_USA	USA	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.040453074433656956	0.41897699748418116	0.03733906783385276	6725938	891	75	83	384660	358440	180192	168125	89679.17333333334	81024.6626506024	0.9050777750255801	11	5346	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015557725.1_ASM1555772v1
