GCA.009101645.1.ASM910164v1	GCA.009102325.1.ASM910232v1	GCA.009101685.1.ASM910168v1	GCA.009101725.1.ASM910172v1	GCA.009102305.1.ASM910230v1	GCA.009101505.1.ASM910150v1	GCA.009101705.1.ASM910170v1	GCA.009102145.1.ASM910214v1	GCA.009102575.1.ASM910257v1	GCA.009101535.1.ASM910153v1	GCA.015547545.1.ASM1554754v1	GCA.009102785.1.ASM910278v1	GCA.009102805.1.ASM910280v1	GCA.009101965.1.ASM910196v1	GCA.009102045.1.ASM910204v1	GCA.902374095.1.MGYG.HGUT.01345	GCA.000178215.1.ASM17821v1	GCA.009093695.1.ASM909369v1	GCA.900114865.1.IMG.taxon.2654588180.annotated.assembly	GCA.900107825.1.IMG.taxon.2623620516.annotated.assembly	GCA.015556195.1.ASM1555619v1	GCA.008710235.1.ASM871023v1	GCA.003458755.1.ASM345875v1	P20.6B	P19.A7	GCA.009102705.1.ASM910270v1	GCA.003437545.1.ASM343754v1	GCA.015553655.1.ASM1555365v1	GCA.003474645.1.ASM347464v1	GCA.003469745.1.ASM346974v1	GCA.009093775.1.ASM909377v1	GCA.003436085.1.ASM343608v1	GCA.000273315.1.Bact.xyla.CL03T12C04.V1	P21.6G	P13.H9	P14.B8	GCA.003468875.1.ASM346887v1	GCA.002161135.1.ASM216113v1	GCA.002161115.1.ASM216111v1	GCA.009102085.1.ASM910208v1	GCA.003464445.1.ASM346444v1	GCA.003474245.1.ASM347424v1	GCA.016864215.1.ASM1686421v1	GCA.015551805.1.ASM1555180v1	GCA.003473975.1.ASM347397v1	GCA.000210075.1.ASM21007v1	GCA.015559535.1.ASM1555953v1	GCA.015668785.1.ASM1566878v1	GCA.009102375.1.ASM910237v1	GCA.009102285.1.ASM910228v1
GCA.015547545.1.ASM1554754v1	0.222967064995628	0.161199360842184	0.170013135672734	0.162065727699531	0.162507036967536	0.18399698056237	0.207722007722008	0.187368822743751	0.202150124784028	0.135678391959799	0	0.211064797271694	0.196887750260936	0.219981149858624	0.18556413356897	0.243329034817974	0.266861598440546	0.298048180059785	0.276266934269945	0.304142477614878	0.291635124905375	0.321308411214953	0.337323482652202	0.298803178115257	0.298651640169048	0.267916207276736	0.313129338156223	0.297264682220434	0.366863368134362	0.331476323119777	0.316426289807376	0.300238366670121	0.312277931306751	0.335086693941165	0.354418248035269	0.354442525426981	0.313367711225704	0.308013440586498	0.333401305057096	0.33294975067127	0.289468636102053	0.296882682662995	0.284945238537219	0.244281276475572	0.282630847614636	0.264186321918484	0.19365689572321	0.185973207249803	0.196121304306493	0.178737541528239
GCA.009102785.1.ASM910278v1	0.255107075890654	0.208703120526768	0.214517050866832	0.210104861773117	0.208611164031244	0.225905345851696	0.245098039215686	0.224956403797714	0.240982647689608	0.218779520120914	0.211064797271694	0	0.0241834473456017	0.191961722488038	0.167972807100368	0.261364781776031	0.270495049504951	0.297485286249331	0.300560938296787	0.287013895831251	0.2880476556495	0.307969639468691	0.340738630969334	0.307574363692119	0.307833912865617	0.318537859007833	0.311153043996425	0.304783319705642	0.376508521418701	0.328143954710877	0.329662766689608	0.304879333965644	0.335539510629763	0.35899465663962	0.368503017325287	0.367959462093159	0.333937928254736	0.336300590001035	0.349709784411277	0.343007401636151	0.302162478082992	0.323209111799381	0.258526474467684	0.259676956895728	0.288199341795957	0.274440990674822	0.222059541239629	0.178943154523619	0.235254368182257	0.217927710843374
GCA.009102805.1.ASM910280v1	0.242388295769079	0.19327088510801	0.200457971567599	0.195264012221904	0.194351683999618	0.213319259188178	0.233231857016596	0.211450752062106	0.229762718484523	0.203708960166525	0.196887750260936	0.0241834473456017	0	0.186427681395572	0.153584263287308	0.25	0.260339184766439	0.284987050102706	0.292194523906825	0.277188063288604	0.276681743816765	0.297918844435997	0.333586915176873	0.299406102805652	0.299661919885258	0.309423741477538	0.302427377636291	0.29538241015665	0.367410961431999	0.319088607594937	0.320661808154422	0.296875	0.327774987443496	0.350381603726831	0.360241786097299	0.359687652513421	0.325325527404865	0.328494400663625	0.341293738967916	0.333918642083699	0.290077080690799	0.314651721377102	0.246579220534113	0.248899100134023	0.281220568845357	0.265367617517075	0.208642940946422	0.164912280701754	0.22220073486753	0.203514191928944
GCA.009101965.1.ASM910196v1	0.30244429174438	0.257191683281116	0.262888551933283	0.257966616084977	0.257960576194086	0.271826153259626	0.292373707821338	0.272937548188126	0.286268425135764	0.219172932330827	0.219981149858624	0.191961722488038	0.186427681395572	0	0.0596524189760451	0.288621553884712	0.305298404569628	0.331913383031594	0.309057713764073	0.325444963706871	0.299751481552284	0.33169718708703	0.340889770473222	0.320727864186236	0.321196094385679	0.308220449062906	0.331028351279265	0.318560683065664	0.400128334402787	0.357530665594209	0.345330073349633	0.328093890810018	0.346499102333932	0.372047244094488	0.381099922540666	0.380573865839473	0.349168169973943	0.34287184765826	0.375592661306947	0.366401860104631	0.325	0.305177382490311	0.322272215973003	0.273366929732814	0.321732622322013	0.305475216914331	0.254102340033013	0.226159665538523	0.281667146835686	0.265701409531115
GCA.009102045.1.ASM910204v1	0.275561580170411	0.225782274686153	0.232395024782568	0.226579316799251	0.22697091555223	0.24386344399511	0.265031265031265	0.245412189787962	0.261838706591409	0.18578981541601	0.18556413356897	0.167972807100368	0.153584263287308	0.0596524189760451	0	0.26413602214314	0.283147158814959	0.294066088176001	0.2872	0.303196705236321	0.273224559087051	0.306567303213787	0.322147651006711	0.300260573261175	0.300511380727966	0.28161919589706	0.305533904910366	0.295119751478104	0.378280542986425	0.336373550114008	0.32066370827706	0.308963238331268	0.322120586210288	0.351713425880982	0.360588403859012	0.359854642822989	0.325822709753928	0.32224025974026	0.356903383114904	0.340533307846698	0.29853742472039	0.2796942375539	0.296512165787769	0.246575342465753	0.298614958448753	0.283831628638867	0.225670498084291	0.19701580445666	0.255448171309456	0.236329233680227
GCA.902374095.1.MGYG.HGUT.01345	0.30234002899151	0.260695721711315	0.268282949216801	0.261707438841737	0.261498553327347	0.280939476061427	0.295424164524422	0.279171321214583	0.29244607993458	0.250123627732173	0.243329034817974	0.261364781776031	0.25	0.288621553884712	0.26413602214314	0	0.0886233766233766	0.331222646428904	0.256162915326902	0.270151133501259	0.283801469847981	0.278489816194734	0.321932789819049	0.279759346798453	0.27915726109857	0.317591960191238	0.304356889722743	0.279621871307337	0.351252408477842	0.291706488265902	0.309199669966997	0.27756822720213	0.319995788143624	0.318658498598276	0.350341871619553	0.350567078777971	0.29537517197587	0.310037012845635	0.296413387114357	0.330337996528132	0.264426514145644	0.286763163415146	0.252786270835388	0.217260712855427	0.280314960629921	0.250579069277743	0.226407369498465	0.230009456761585	0.289154188587616	0.26989898989899
GCA.000178215.1.ASM17821v1	0.324794144556267	0.281351271727389	0.288374828465007	0.282715322738866	0.282493628700255	0.302701636758036	0.316033925686591	0.299820466786355	0.313390885364385	0.267055393586006	0.266861598440546	0.270495049504951	0.260339184766439	0.305298404569628	0.283147158814959	0.0886233766233766	0	0.324967942846675	0.273740666736776	0.287112393118368	0.311708860759494	0.266887934400625	0.323434599980463	0.291451459892484	0.290866905716094	0.345799769850403	0.296838227770388	0.296585160202361	0.360545506203239	0.303668195081284	0.318075949367089	0.292940280648319	0.328648201736255	0.331702344546381	0.360593305271597	0.360024081878387	0.313460739509763	0.318312867058195	0.309238665526091	0.33894905736061	0.261384152457372	0.289611860393287	0.246365574723784	0.235172617291236	0.277879872328078	0.249354138679343	0.249974871846417	0.247524752475248	0.308754844479777	0.290802658993948
GCA.009093695.1.ASM909369v1	0.333394210574377	0.294857041692485	0.299399080947331	0.296250442164839	0.294980558501237	0.30952380952381	0.326556543837357	0.30754039497307	0.32701336222463	0.279375657663978	0.298048180059785	0.297485286249331	0.284987050102706	0.331913383031594	0.294066088176001	0.331222646428904	0.324967942846675	0	0.347641909065236	0.342020146012383	0.332442544094067	0.286494101074133	0.343670161219276	0.312329025563626	0.31275953189883	0.303933460405476	0.335537797373014	0.319750990379174	0.38199263257089	0.369747899159664	0.345527345527346	0.341418453478219	0.343651529193698	0.346759428780666	0.369996393797331	0.37129963898917	0.351517408303854	0.33695963355282	0.359831836422702	0.349810571892477	0.308011548177553	0.3314860995659	0.335724282715185	0.312472298555093	0.338513926482144	0.360763599295709	0.298020428455211	0.314338575393154	0.317527064507471	0.301885106763156
GCA.900114865.1.IMG.taxon.2654588180.annotated.assembly	0.358205826870677	0.316545307443366	0.321691733117997	0.316092534599454	0.317250428989603	0.337260079211943	0.351649495264856	0.332442708868564	0.349539671045826	0.295047523761881	0.276266934269945	0.300560938296787	0.292194523906825	0.309057713764073	0.2872	0.256162915326902	0.273740666736776	0.347641909065236	0	0.198682532936677	0.246205561780585	0.293798371695648	0.311808489237578	0.250870322019147	0.25089800805486	0.315109049639791	0.295843004853345	0.257043402588926	0.355027279812938	0.290828943124395	0.295407098121086	0.263429984266127	0.289414774544292	0.291854965843405	0.316327584426314	0.316099679454038	0.293260473588342	0.282028665931643	0.278789886275809	0.317350418518136	0.30687338501292	0.285410915268635	0.322159034221291	0.311993517017828	0.336519315013939	0.289277339586442	0.288585042469443	0.275396234443144	0.343775593775594	0.327473426001635
GCA.900107825.1.IMG.taxon.2623620516.annotated.assembly	0.362422997946612	0.323022010707912	0.328253339930727	0.321976824799445	0.322315685304305	0.341961174713788	0.3604568165596	0.338301943800987	0.356512924480487	0.329539880310017	0.304142477614878	0.287013895831251	0.277188063288604	0.325444963706871	0.303196705236321	0.270151133501259	0.287112393118368	0.342020146012383	0.198682532936677	0	0.283674488267599	0.288459643244309	0.33767258382643	0.287539936102236	0.287586574320725	0.350692091762656	0.308391897478297	0.289958470876371	0.371439495316383	0.313611959153595	0.32460625894866	0.296613896218118	0.319344399206598	0.339236075362916	0.344600748912053	0.344614449285642	0.312559017941454	0.309883470004316	0.300918422474338	0.338936708860759	0.305378304466727	0.306364392678869	0.329224146365326	0.319364448857994	0.333723882054286	0.318997912317328	0.299431587494925	0.287842483592041	0.348585189644792	0.331396513724704
GCA.015556195.1.ASM1555619v1	0.339379004435683	0.299780764464779	0.306184586108468	0.301085507522377	0.301427212178877	0.317129186602871	0.337054445750098	0.315463518482679	0.33398247322298	0.287601434232874	0.291635124905375	0.2880476556495	0.276681743816765	0.299751481552284	0.273224559087051	0.283801469847981	0.311708860759494	0.332442544094067	0.246205561780585	0.283674488267599	0	0.303828658074299	0.339212897107634	0.304338948443083	0.303779366700715	0.339791356184799	0.330621962106934	0.300734993875051	0.377381061930616	0.330371567043619	0.333202396150447	0.327860225239448	0.322716346153846	0.353034196481518	0.3758506708147	0.373953669456881	0.338768115942029	0.335676625659051	0.355693581780538	0.349416342412451	0.330998248686515	0.30446063267139	0.330510069640504	0.326205250596659	0.360571052878745	0.325588382573861	0.288680900848201	0.286685325869652	0.326776588564266	0.309906614036777
GCA.008710235.1.ASM871023v1	0.378223216892089	0.337663560199567	0.344108250328886	0.337972540906526	0.337906408569818	0.356265356265356	0.373743232791957	0.353716797248232	0.370697942703326	0.306244175209692	0.321308411214953	0.307969639468691	0.297918844435997	0.33169718708703	0.306567303213787	0.278489816194734	0.266887934400625	0.286494101074133	0.293798371695648	0.288459643244309	0.303828658074299	0	0.323218132434204	0.306134783922635	0.306188268494255	0.343025395656975	0.329482032703417	0.319500402900886	0.357577961632876	0.332403347947389	0.341929229277751	0.3179694799128	0.332937920126532	0.320585365853659	0.370128623536187	0.370747645589083	0.33373063170441	0.336868944416114	0.328227124183007	0.352285824049174	0.273198847262248	0.305623953511277	0.319018404907975	0.297633638163477	0.305315892012246	0.334189977265988	0.291558379054769	0.28887134964483	0.362848709892412	0.346135564217131
GCA.003458755.1.ASM345875v1	0.386562804284323	0.350979653353429	0.356464503996239	0.350898654370942	0.351951104842501	0.370401891252955	0.383960530134468	0.362462950568888	0.382395382395382	0.331157325375361	0.337323482652202	0.340738630969334	0.333586915176873	0.340889770473222	0.322147651006711	0.321932789819049	0.323434599980463	0.343670161219276	0.311808489237578	0.33767258382643	0.339212897107634	0.323218132434204	0	0.196975806451613	0.197579425113464	0.325844765675352	0.316284538506761	0.281927225078117	0.372998544395924	0.316382490776747	0.337601862630966	0.294826511531269	0.320803244633495	0.329298057209802	0.347997310536932	0.347244927396865	0.306629559685916	0.321290059195754	0.310168625447113	0.346083613647285	0.295395558973373	0.277153558052434	0.36973304808855	0.335660377358491	0.353137764574824	0.352917903066271	0.319784241957234	0.324118866620594	0.375762195121951	0.359779299847793
P20.6B	0.361554621848739	0.324751672410298	0.3298937784522	0.324896223549661	0.325644916540212	0.346972010178117	0.360801084802337	0.336491914718303	0.35966822187662	0.30672816604833	0.298803178115257	0.307574363692119	0.299406102805652	0.320727864186236	0.300260573261175	0.279759346798453	0.291451459892484	0.312329025563626	0.250870322019147	0.287539936102236	0.304338948443083	0.306134783922635	0.196975806451613	0	0.00185488270594654	0.28414597962615	0.270939086294416	0.228437465925199	0.327084553798086	0.259618493372131	0.277673153379368	0.231635872014421	0.255476012394487	0.247234804592858	0.243349549736052	0.242823090475697	0.271184620341532	0.24447391688771	0.241615938018816	0.277058518902123	0.292033564694913	0.252447850149	0.332666733326667	0.319796954314721	0.341448812612253	0.301923076923077	0.280730897009967	0.276681949035078	0.351734044736302	0.333743085433313
P19.A7	0.361429322122964	0.324206469932056	0.329757085020243	0.324756888168558	0.325303643724696	0.346435845213849	0.360467543310374	0.336150041220115	0.35954356846473	0.306581059390048	0.298651640169048	0.307833912865617	0.299661919885258	0.321196094385679	0.300511380727966	0.27915726109857	0.290866905716094	0.31275953189883	0.25089800805486	0.287586574320725	0.303779366700715	0.306188268494255	0.197579425113464	0.00185488270594654	0	0.284979220265189	0.270976616231087	0.22801658302422	0.327341994725017	0.259434979512616	0.277923165497749	0.231428249351821	0.255933290570879	0.247259696458685	0.242957746478873	0.242430526752385	0.271007951859016	0.244056176047772	0.241417497231451	0.276891191709845	0.29228855721393	0.252262804813119	0.333133253301321	0.319451498222448	0.341519416991115	0.301549973276323	0.280565077386517	0.276509494346064	0.35160661123088	0.333196679307164
GCA.009102705.1.ASM910270v1	0.336392314310295	0.295086517997594	0.301311657121744	0.295433536698096	0.295584703491594	0.314880178339216	0.33016717325228	0.306478873239437	0.327980351407519	0.295400403151915	0.267916207276736	0.318537859007833	0.309423741477538	0.308220449062906	0.28161919589706	0.317591960191238	0.345799769850403	0.303933460405476	0.315109049639791	0.350692091762656	0.339791356184799	0.343025395656975	0.325844765675352	0.28414597962615	0.284979220265189	0	0.310377993652015	0.300039556962025	0.35312527944201	0.341682974559687	0.315934850938185	0.314454517673424	0.320970873786408	0.349242859881158	0.3446519524618	0.344853635505194	0.29730784237222	0.320652717989789	0.334603047313553	0.344658361645904	0.312629790447423	0.308696913998259	0.362273807347834	0.323881011954406	0.367691325367144	0.349966022716241	0.29121346826823	0.315116279069767	0.321418545896884	0.304120340091563
GCA.003437545.1.ASM343754v1	0.350601672445442	0.312056737588652	0.319634254252286	0.312801338187543	0.312555304296529	0.332608050637919	0.349539147169047	0.324462231115558	0.34790051354345	0.309094453650453	0.313129338156223	0.311153043996425	0.302427377636291	0.331028351279265	0.305533904910366	0.304356889722743	0.296838227770388	0.335537797373014	0.295843004853345	0.308391897478297	0.330621962106934	0.329482032703417	0.316284538506761	0.270939086294416	0.270976616231087	0.310377993652015	0	0.104367135455218	0.288183890577508	0.255410350235233	0.271231206826493	0.244488103034272	0.257853810264386	0.291338582677165	0.310746958882075	0.31112229491696	0.267687819110139	0.259910006428112	0.265314880377642	0.274720853032894	0.273568769493913	0.231563726502789	0.324001166520852	0.324388318863457	0.317229336437718	0.310387725482065	0.29340592861464	0.303673047077082	0.338915470494418	0.321058917197452
GCA.015553655.1.ASM1555365v1	0.354269509505304	0.314888010540184	0.322071616427271	0.316258351893096	0.316204733967226	0.336657846529615	0.352941176470588	0.327909371781668	0.351026332158408	0.302987768197313	0.297264682220434	0.304783319705642	0.29538241015665	0.318560683065664	0.295119751478104	0.279621871307337	0.296585160202361	0.319750990379174	0.257043402588926	0.289958470876371	0.300734993875051	0.319500402900886	0.281927225078117	0.228437465925199	0.22801658302422	0.300039556962025	0.104367135455218	0	0.307038953431612	0.236853448275862	0.233183387383618	0.213247718823927	0.235042735042735	0.254265852117127	0.274891326847444	0.273782383419689	0.261168384879725	0.220908387667146	0.237051792828685	0.262220381110191	0.251501968096126	0.202298605938065	0.32373525294941	0.325347680438534	0.340117729222788	0.304347826086957	0.292432264092183	0.28955223880597	0.343182517697753	0.325207415753354
GCA.003474645.1.ASM347464v1	0.414841389728097	0.378862680563174	0.384868120835995	0.379304046031601	0.378844574244775	0.397081765623566	0.412515245332583	0.39152212225211	0.411215825324251	0.378904481665912	0.366863368134362	0.376508521418701	0.367410961431999	0.400128334402787	0.378280542986425	0.351252408477842	0.360545506203239	0.38199263257089	0.355027279812938	0.371439495316383	0.377381061930616	0.357577961632876	0.372998544395924	0.327084553798086	0.327341994725017	0.35312527944201	0.288183890577508	0.307038953431612	0	0.112549512124432	0.243838193791157	0.316043425814234	0.29786214169303	0.311500236630383	0.362713127736886	0.362559462736685	0.327554656650294	0.324703557312253	0.323043435242901	0.326559149808893	0.341538461538462	0.317921283912877	0.395827688973178	0.379600805713239	0.351541373715522	0.370398773006135	0.354260089686099	0.368481485025356	0.402107598447033	0.385822410928558
