iso1	iso2	tree_dist	bray_curtis	comp	host.iso1	sample.iso1	taxonomy_Species.iso1	host.iso2	sample.iso2	taxonomy_Species.iso2
GCA.009102785.1.ASM910278v1	GCA.009101645.1.ASM910164v1	0.02326960456704485	0.2551070758906543	GCA.009102785.1.ASM910278v1_GCA.009101645.1.ASM910164v1	human	SAMN11944270	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.009102805.1.ASM910280v1	GCA.009101645.1.ASM910164v1	0.0231174923795678	0.2423882957690787	GCA.009102805.1.ASM910280v1_GCA.009101645.1.ASM910164v1	human	SAMN11944269	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.009101965.1.ASM910196v1	GCA.009101645.1.ASM910164v1	0.02165206183314653	0.3024442917443801	GCA.009101965.1.ASM910196v1_GCA.009101645.1.ASM910164v1	human	SAMN11944327	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.009102045.1.ASM910204v1	GCA.009101645.1.ASM910164v1	0.02146329264490501	0.27556158017041055	GCA.009102045.1.ASM910204v1_GCA.009101645.1.ASM910164v1	human	SAMN11944326	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.902374095.1.MGYG.HGUT.01345	GCA.009101645.1.ASM910164v1	0.054301576446570354	0.30234002899150964	GCA.902374095.1.MGYG.HGUT.01345_GCA.009101645.1.ASM910164v1	human	SAMEA5850848	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.000178215.1.ASM17821v1	GCA.009101645.1.ASM910164v1	0.05435624915829874	0.32479414455626715	GCA.000178215.1.ASM17821v1_GCA.009101645.1.ASM910164v1	human	SAMN00007489	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.009093695.1.ASM909369v1	GCA.009101645.1.ASM910164v1	0.05703964930748584	0.3333942105743768	GCA.009093695.1.ASM909369v1_GCA.009101645.1.ASM910164v1	human	SAMN11944338	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.900114865.1.IMG.taxon.2654588180.annotated.assembly	GCA.009101645.1.ASM910164v1	0.06840649728465406	0.358205826870677	GCA.900114865.1.IMG.taxon.2654588180.annotated.assembly_GCA.009101645.1.ASM910164v1	rumen	SAMN05216250	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.900107825.1.IMG.taxon.2623620516.annotated.assembly	GCA.009101645.1.ASM910164v1	0.07199575050398078	0.3624229979466119	GCA.900107825.1.IMG.taxon.2623620516.annotated.assembly_GCA.009101645.1.ASM910164v1	rumen	SAMN04487924	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.015556195.1.ASM1555619v1	GCA.009101645.1.ASM910164v1	0.06848485164169815	0.3393790044356826	GCA.015556195.1.ASM1555619v1_GCA.009101645.1.ASM910164v1	human	SAMN15532817	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.008710235.1.ASM871023v1	GCA.009101645.1.ASM910164v1	0.06557267450514052	0.37822321689208915	GCA.008710235.1.ASM871023v1_GCA.009101645.1.ASM910164v1	human	SAMN12788007	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.003458755.1.ASM345875v1	GCA.009101645.1.ASM910164v1	0.0606092108672521	0.38656280428432327	GCA.003458755.1.ASM345875v1_GCA.009101645.1.ASM910164v1	human	SAMN09734435	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
P20.6B	GCA.009101645.1.ASM910164v1	0.06127328636445144	0.3615546218487395	P20.6B_GCA.009101645.1.ASM910164v1	gorilla	COL_Gorilla05	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
P19.A7	GCA.009101645.1.ASM910164v1	0.061304623615749426	0.36142932212296375	P19.A7_GCA.009101645.1.ASM910164v1	gorilla	COL_Gorilla01	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.009102705.1.ASM910270v1	GCA.009101645.1.ASM910164v1	0.06072855446209986	0.33639231431029537	GCA.009102705.1.ASM910270v1_GCA.009101645.1.ASM910164v1	human	SAMN11944275	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.003437545.1.ASM343754v1	GCA.009101645.1.ASM910164v1	0.06698767207353033	0.35060167244544155	GCA.003437545.1.ASM343754v1_GCA.009101645.1.ASM910164v1	human	SAMN09736937	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.015553655.1.ASM1555365v1	GCA.009101645.1.ASM910164v1	0.06711406648043289	0.35426950950530406	GCA.015553655.1.ASM1555365v1_GCA.009101645.1.ASM910164v1	human	SAMN15532925	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.003474645.1.ASM347464v1	GCA.009101645.1.ASM910164v1	0.07224654739702477	0.4148413897280967	GCA.003474645.1.ASM347464v1_GCA.009101645.1.ASM910164v1	human	SAMN09734674	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.003469745.1.ASM346974v1	GCA.009101645.1.ASM910164v1	0.07244235934092001	0.3752206875064908	GCA.003469745.1.ASM346974v1_GCA.009101645.1.ASM910164v1	human	SAMN09736325	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.009093775.1.ASM909377v1	GCA.009101645.1.ASM910164v1	0.0710172452364487	0.3821154622527251	GCA.009093775.1.ASM909377v1_GCA.009101645.1.ASM910164v1	human	SAMN11944334	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.003436085.1.ASM343608v1	GCA.009101645.1.ASM910164v1	0.07132911006169526	0.3520485584218513	GCA.003436085.1.ASM343608v1_GCA.009101645.1.ASM910164v1	human	SAMN09737014	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.000273315.1.Bact.xyla.CL03T12C04.V1	GCA.009101645.1.ASM910164v1	0.07326674920074902	0.3748068802142342	GCA.000273315.1.Bact.xyla.CL03T12C04.V1_GCA.009101645.1.ASM910164v1	human	SAMN02463935	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
P21.6G	GCA.009101645.1.ASM910164v1	0.07394919077885997	0.39042974702834504	P21.6G_GCA.009101645.1.ASM910164v1	gorilla	COL_Gorilla12	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
P13.H9	GCA.009101645.1.ASM910164v1	0.07592215368795503	0.4092498251922885	P13.H9_GCA.009101645.1.ASM910164v1	chimpanzee	HOU_Chimp05	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
P14.B8	GCA.009101645.1.ASM910164v1	0.0759340056150608	0.4091409140914091	P14.B8_GCA.009101645.1.ASM910164v1	chimpanzee	HOU_Chimp08	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.003468875.1.ASM346887v1	GCA.009101645.1.ASM910164v1	0.07630298614657631	0.3541041300072456	GCA.003468875.1.ASM346887v1_GCA.009101645.1.ASM910164v1	human	SAMN09736419	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.002161135.1.ASM216113v1	GCA.009101645.1.ASM910164v1	0.07472628737462612	0.3596509895722494	GCA.002161135.1.ASM216113v1_GCA.009101645.1.ASM910164v1	chicken	SAMN06473578	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.002161115.1.ASM216111v1	GCA.009101645.1.ASM910164v1	0.07594346703075232	0.37048481619605755	GCA.002161115.1.ASM216111v1_GCA.009101645.1.ASM910164v1	chicken	SAMN06473580	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.009102085.1.ASM910208v1	GCA.009101645.1.ASM910164v1	0.06865759324508812	0.3857071464267866	GCA.009102085.1.ASM910208v1_GCA.009101645.1.ASM910164v1	human	SAMN11944322	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.003464445.1.ASM346444v1	GCA.009101645.1.ASM910164v1	0.06570972970833794	0.33779866040187945	GCA.003464445.1.ASM346444v1_GCA.009101645.1.ASM910164v1	human	SAMN09734272	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.003474245.1.ASM347424v1	GCA.009101645.1.ASM910164v1	0.06239830599182997	0.3500923455776729	GCA.003474245.1.ASM347424v1_GCA.009101645.1.ASM910164v1	human	SAMN09734689	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.016864215.1.ASM1686421v1	GCA.009101645.1.ASM910164v1	0.04499196572320708	0.3252825813931021	GCA.016864215.1.ASM1686421v1_GCA.009101645.1.ASM910164v1	human	SAMN13118627	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.015551805.1.ASM1555180v1	GCA.009101645.1.ASM910164v1	0.04135364133100038	0.29823529411764704	GCA.015551805.1.ASM1555180v1_GCA.009101645.1.ASM910164v1	human	SAMN15532738	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.003473975.1.ASM347397v1	GCA.009101645.1.ASM910164v1	0.039364560539200955	0.3511376783648284	GCA.003473975.1.ASM347397v1_GCA.009101645.1.ASM910164v1	human	SAMN09734722	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.000210075.1.ASM21007v1	GCA.009101645.1.ASM910164v1	0.037678538859311626	0.3277033985581874	GCA.000210075.1.ASM21007v1_GCA.009101645.1.ASM910164v1	human	SAMEA3138363	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.015559535.1.ASM1555953v1	GCA.009101645.1.ASM910164v1	0.03425943865115391	0.2554598276898417	GCA.015559535.1.ASM1555953v1_GCA.009101645.1.ASM910164v1	human	SAMN15533357	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.015668785.1.ASM1566878v1	GCA.009101645.1.ASM910164v1	0.02130797184299539	0.26528934114503033	GCA.015668785.1.ASM1566878v1_GCA.009101645.1.ASM910164v1	human	SAMN15654964	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.009102375.1.ASM910237v1	GCA.009101645.1.ASM910164v1	1.2265105052507803e-4	0.09667194928684628	GCA.009102375.1.ASM910237v1_GCA.009101645.1.ASM910164v1	human	SAMN11944296	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.009102285.1.ASM910228v1	GCA.009101645.1.ASM910164v1	1.1269122993998374e-4	0.0893987341772152	GCA.009102285.1.ASM910228v1_GCA.009101645.1.ASM910164v1	human	SAMN11944306	Bacteroides_xylanisolvens	human	SAMN11944302	Bacteroides_xylanisolvens
GCA.009101685.1.ASM910168v1	GCA.009102325.1.ASM910232v1	2.0288493148476647e-5	0.018240241943105567	GCA.009101685.1.ASM910168v1_GCA.009102325.1.ASM910232v1	human	SAMN11944297	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009101725.1.ASM910172v1	GCA.009102325.1.ASM910232v1	1.1823324652589997e-5	0.007471862290740565	GCA.009101725.1.ASM910172v1_GCA.009102325.1.ASM910232v1	human	SAMN11944299	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009102305.1.ASM910230v1	GCA.009102325.1.ASM910232v1	9.27392806011963e-6	0.009356393535582649	GCA.009102305.1.ASM910230v1_GCA.009102325.1.ASM910232v1	human	SAMN11944304	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009101505.1.ASM910150v1	GCA.009102325.1.ASM910232v1	4.13591559672681e-5	0.033361847733105215	GCA.009101505.1.ASM910150v1_GCA.009102325.1.ASM910232v1	human	SAMN11944284	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009101705.1.ASM910170v1	GCA.009102325.1.ASM910232v1	3.2745163061326275e-5	0.06155791111543324	GCA.009101705.1.ASM910170v1_GCA.009102325.1.ASM910232v1	human	SAMN11944300	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009102145.1.ASM910214v1	GCA.009102325.1.ASM910232v1	4.207993813845346e-5	0.04334454589139836	GCA.009102145.1.ASM910214v1_GCA.009102325.1.ASM910232v1	human	SAMN11944313	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009102575.1.ASM910257v1	GCA.009102325.1.ASM910232v1	3.026169513919359e-5	0.053863262740547334	GCA.009102575.1.ASM910257v1_GCA.009102325.1.ASM910232v1	human	SAMN11944285	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009101535.1.ASM910153v1	GCA.009102325.1.ASM910232v1	0.011954074257201606	0.1896147717686756	GCA.009101535.1.ASM910153v1_GCA.009102325.1.ASM910232v1	human	SAMN11944266	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.015547545.1.ASM1554754v1	GCA.009102325.1.ASM910232v1	0.010829705231436702	0.16119936084218442	GCA.015547545.1.ASM1554754v1_GCA.009102325.1.ASM910232v1	human	SAMN15533273	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009102785.1.ASM910278v1	GCA.009102325.1.ASM910232v1	0.023183606174830142	0.20870312052676782	GCA.009102785.1.ASM910278v1_GCA.009102325.1.ASM910232v1	human	SAMN11944270	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009102805.1.ASM910280v1	GCA.009102325.1.ASM910232v1	0.023031493987353092	0.19327088510800994	GCA.009102805.1.ASM910280v1_GCA.009102325.1.ASM910232v1	human	SAMN11944269	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009101965.1.ASM910196v1	GCA.009102325.1.ASM910232v1	0.021566063440931822	0.25719168328111647	GCA.009101965.1.ASM910196v1_GCA.009102325.1.ASM910232v1	human	SAMN11944327	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009102045.1.ASM910204v1	GCA.009102325.1.ASM910232v1	0.0213772942526903	0.22578227468615328	GCA.009102045.1.ASM910204v1_GCA.009102325.1.ASM910232v1	human	SAMN11944326	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.902374095.1.MGYG.HGUT.01345	GCA.009102325.1.ASM910232v1	0.054215578054355645	0.2606957217113155	GCA.902374095.1.MGYG.HGUT.01345_GCA.009102325.1.ASM910232v1	human	SAMEA5850848	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.000178215.1.ASM17821v1	GCA.009102325.1.ASM910232v1	0.05427025076608403	0.2813512717273888	GCA.000178215.1.ASM17821v1_GCA.009102325.1.ASM910232v1	human	SAMN00007489	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009093695.1.ASM909369v1	GCA.009102325.1.ASM910232v1	0.05695365091527113	0.2948570416924847	GCA.009093695.1.ASM909369v1_GCA.009102325.1.ASM910232v1	human	SAMN11944338	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.900114865.1.IMG.taxon.2654588180.annotated.assembly	GCA.009102325.1.ASM910232v1	0.06832049889243935	0.3165453074433657	GCA.900114865.1.IMG.taxon.2654588180.annotated.assembly_GCA.009102325.1.ASM910232v1	rumen	SAMN05216250	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.900107825.1.IMG.taxon.2623620516.annotated.assembly	GCA.009102325.1.ASM910232v1	0.07190975211176608	0.323022010707912	GCA.900107825.1.IMG.taxon.2623620516.annotated.assembly_GCA.009102325.1.ASM910232v1	rumen	SAMN04487924	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.015556195.1.ASM1555619v1	GCA.009102325.1.ASM910232v1	0.06839885324948344	0.29978076446477936	GCA.015556195.1.ASM1555619v1_GCA.009102325.1.ASM910232v1	human	SAMN15532817	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.008710235.1.ASM871023v1	GCA.009102325.1.ASM910232v1	0.06548667611292582	0.337663560199567	GCA.008710235.1.ASM871023v1_GCA.009102325.1.ASM910232v1	human	SAMN12788007	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.003458755.1.ASM345875v1	GCA.009102325.1.ASM910232v1	0.06052321247503739	0.3509796533534288	GCA.003458755.1.ASM345875v1_GCA.009102325.1.ASM910232v1	human	SAMN09734435	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
P20.6B	GCA.009102325.1.ASM910232v1	0.06118728797223673	0.324751672410298	P20.6B_GCA.009102325.1.ASM910232v1	gorilla	COL_Gorilla05	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
P19.A7	GCA.009102325.1.ASM910232v1	0.06121862522353472	0.3242064699320556	P19.A7_GCA.009102325.1.ASM910232v1	gorilla	COL_Gorilla01	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009102705.1.ASM910270v1	GCA.009102325.1.ASM910232v1	0.060642556069885153	0.29508651799759417	GCA.009102705.1.ASM910270v1_GCA.009102325.1.ASM910232v1	human	SAMN11944275	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.003437545.1.ASM343754v1	GCA.009102325.1.ASM910232v1	0.06690167368131562	0.3120567375886525	GCA.003437545.1.ASM343754v1_GCA.009102325.1.ASM910232v1	human	SAMN09736937	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.015553655.1.ASM1555365v1	GCA.009102325.1.ASM910232v1	0.06702806808821818	0.31488801054018445	GCA.015553655.1.ASM1555365v1_GCA.009102325.1.ASM910232v1	human	SAMN15532925	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.003474645.1.ASM347464v1	GCA.009102325.1.ASM910232v1	0.07216054900481006	0.37886268056317424	GCA.003474645.1.ASM347464v1_GCA.009102325.1.ASM910232v1	human	SAMN09734674	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.003469745.1.ASM346974v1	GCA.009102325.1.ASM910232v1	0.0723563609487053	0.3379448621553885	GCA.003469745.1.ASM346974v1_GCA.009102325.1.ASM910232v1	human	SAMN09736325	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009093775.1.ASM909377v1	GCA.009102325.1.ASM910232v1	0.07093124684423399	0.34659645016578894	GCA.009093775.1.ASM909377v1_GCA.009102325.1.ASM910232v1	human	SAMN11944334	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.003436085.1.ASM343608v1	GCA.009102325.1.ASM910232v1	0.07124311166948055	0.31675720852486416	GCA.003436085.1.ASM343608v1_GCA.009102325.1.ASM910232v1	human	SAMN09737014	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.000273315.1.Bact.xyla.CL03T12C04.V1	GCA.009102325.1.ASM910232v1	0.07318075080853431	0.3402287419194431	GCA.000273315.1.Bact.xyla.CL03T12C04.V1_GCA.009102325.1.ASM910232v1	human	SAMN02463935	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
P21.6G	GCA.009102325.1.ASM910232v1	0.07386319238664527	0.3526351948179409	P21.6G_GCA.009102325.1.ASM910232v1	gorilla	COL_Gorilla12	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
P13.H9	GCA.009102325.1.ASM910232v1	0.07583615529574032	0.3778121077532104	P13.H9_GCA.009102325.1.ASM910232v1	chimpanzee	HOU_Chimp05	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
P14.B8	GCA.009102325.1.ASM910232v1	0.0758480072228461	0.37747704204929916	P14.B8_GCA.009102325.1.ASM910232v1	chimpanzee	HOU_Chimp08	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.003468875.1.ASM346887v1	GCA.009102325.1.ASM910232v1	0.0762169877543616	0.3214749675227341	GCA.003468875.1.ASM346887v1_GCA.009102325.1.ASM910232v1	human	SAMN09736419	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.002161135.1.ASM216113v1	GCA.009102325.1.ASM910232v1	0.07464028898241142	0.32471264367816094	GCA.002161135.1.ASM216113v1_GCA.009102325.1.ASM910232v1	chicken	SAMN06473578	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.002161115.1.ASM216111v1	GCA.009102325.1.ASM910232v1	0.07585746863853761	0.3332648237591203	GCA.002161115.1.ASM216111v1_GCA.009102325.1.ASM910232v1	chicken	SAMN06473580	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009102085.1.ASM910208v1	GCA.009102325.1.ASM910232v1	0.06857159485287341	0.34885518307409913	GCA.009102085.1.ASM910208v1_GCA.009102325.1.ASM910232v1	human	SAMN11944322	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.003464445.1.ASM346444v1	GCA.009102325.1.ASM910232v1	0.06562373131612323	0.30234805295197603	GCA.003464445.1.ASM346444v1_GCA.009102325.1.ASM910232v1	human	SAMN09734272	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.003474245.1.ASM347424v1	GCA.009102325.1.ASM910232v1	0.062312307599615264	0.31074118113357113	GCA.003474245.1.ASM347424v1_GCA.009102325.1.ASM910232v1	human	SAMN09734689	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.016864215.1.ASM1686421v1	GCA.009102325.1.ASM910232v1	0.04490596733099237	0.27961110591754695	GCA.016864215.1.ASM1686421v1_GCA.009102325.1.ASM910232v1	human	SAMN13118627	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.015551805.1.ASM1555180v1	GCA.009102325.1.ASM910232v1	0.041267642938785674	0.2501422340223782	GCA.015551805.1.ASM1555180v1_GCA.009102325.1.ASM910232v1	human	SAMN15532738	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.003473975.1.ASM347397v1	GCA.009102325.1.ASM910232v1	0.039278562146986246	0.3054674379548423	GCA.003473975.1.ASM347397v1_GCA.009102325.1.ASM910232v1	human	SAMN09734722	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.000210075.1.ASM21007v1	GCA.009102325.1.ASM910232v1	0.03759254046709692	0.28003182179793157	GCA.000210075.1.ASM21007v1_GCA.009102325.1.ASM910232v1	human	SAMEA3138363	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.015559535.1.ASM1555953v1	GCA.009102325.1.ASM910232v1	0.0341734402589392	0.2064291247095275	GCA.015559535.1.ASM1555953v1_GCA.009102325.1.ASM910232v1	human	SAMN15533357	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.015668785.1.ASM1566878v1	GCA.009102325.1.ASM910232v1	0.021221973450780682	0.21568238213399504	GCA.015668785.1.ASM1566878v1_GCA.009102325.1.ASM910232v1	human	SAMN15654964	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009102375.1.ASM910237v1	GCA.009102325.1.ASM910232v1	3.6652658310366195e-5	0.04711741045776671	GCA.009102375.1.ASM910237v1_GCA.009102325.1.ASM910232v1	human	SAMN11944296	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009102285.1.ASM910228v1	GCA.009102325.1.ASM910232v1	2.6692837725271918e-5	0.028303690954293362	GCA.009102285.1.ASM910228v1_GCA.009102325.1.ASM910232v1	human	SAMN11944306	Bacteroides_xylanisolvens	human	SAMN11944305	Bacteroides_xylanisolvens
GCA.009101725.1.ASM910172v1	GCA.009101685.1.ASM910168v1	2.8111815800950284e-5	0.01680513595166163	GCA.009101725.1.ASM910172v1_GCA.009101685.1.ASM910168v1	human	SAMN11944299	Bacteroides_xylanisolvens	human	SAMN11944297	Bacteroides_xylanisolvens
